gene	log2fc_fudan	n_pairs_fudan	pval_fudan
RPL19	0.6153129734354461	5	
RPL21	0.6040441057956223	12	0.0771484375
RPL22	0.5287568227395436	28	0.040213532745838165
RPL23	-0.18335854488640807	28	0.021778732538223267
RPL23A	0.27485324977433767	28	0.01025690883398056
RPL24	0.32879215805566	28	0.1199713721871376
RPL26	0.3337214201693003	26	0.04346644878387451
RPL27	0.46164575352445963	28	0.004060737788677216
RPL27A	0.27095039726429493	28	0.35016296058893204
RPL28	0.4731107655976041	27	0.018655240535736084
RPL3	-0.09112301509215864	28	0.33856552094221115
RPL30	0.42470177491249056	28	0.27407141774892807
RPL31	-4.073581140646967	6	0.03125
RPL32	0.9611277856823661	28	0.002901986241340637
RPL34	1.1741006774135057	7	0.046875
RPL35	1.395106936611453	5	
RPL35A	0.154650206016881	28	0.3160962611436844
RPL36	0.44029884141836706	28	0.003438994288444519
RPL37A	0.008226799433104311	28	0.6295278295874596
RPL38	0.2574262168459749	28	0.05638675391674042
RPL39	0.15799668523917149	8	0.84375
RPL4	-0.07064784668733616	28	0.23591722548007965
RPL5	0.4251404221024693	28	0.040213532745838165
RPL6	0.30579103664800555	28	0.2015676274895668
RPL7	0.2932949782667742	28	0.05049888789653778
RPL7A	0.14560728371580678	28	0.7792982533574104
RPL7L1	1.3786973911219902	28	2.0518898963928223e-05
RPL8	0.1307207624115716	22	0.4434065818786621
RPL9	0.3072093311752667	28	0.026356667280197144
RPLP0	-0.1673058335150232	28	0.3740789592266083
RPLP1	-0.25073015924033715	28	0.8489041775465012
RPLP2	0.5674138501598992	28	0.0026621222496032715
RPN1	0.2996335026137831	28	0.0024397894740104675
RPN2	0.020404256433856672	28	0.813923291862011
RPP30	1.4542173296400422	26	0.000125885009765625
RPRD1A	0.047262250864542284	21	0.9186935424804688
RPRD1B	0.9598256519673467	26	0.018977344036102295
RPRD2	0.046479417430871015	14	0.5416259765625
RPS10	0.30768971668109396	28	0.06281394511461258
RPS11	-0.5405865011878328	25	0.00963503122329712
RPS12	0.08288085540776009	28	0.5823858305811882
RPS13	-0.0429515702055742	28	0.7621389999985695
RPS14	0.5925738508668587	28	0.006060026586055756
RPS15	0.7768615428321402	27	0.0008278489112854004
RPS15A	0.17254019089771505	28	0.6781789660453796
RPS16	0.3316513106883233	28	0.040213532745838165
RPS18	0.7015392286703026	28	0.0005833879113197327
RPS19	0.5106635477669141	28	0.0020434409379959106
RPS2	0.6838677703050704	28	0.0007921457290649414
RPS20	0.1526985680731707	28	0.5823858305811882
RPS21	0.9956974529185291	22	0.0036711692810058594
RPS23	-0.17377698355727825	28	0.08145394921302795
RPS24	-0.3364214338456846	25	0.18172985315322876
RPS25	0.1261361772438527	28	0.8841757625341415
RPS27A	0.4409524947478469	26	0.0032291412353515625
RPS27L	-0.15637521402302332	8	0.546875
RPS28	0.5798408443061056	28	0.028050199151039124
RPS3	0.2101827700006668	28	0.07353667169809341
RPS3A	0.3614882624289998	28	0.029833190143108368
RPS4X	0.41371367616387755	28	0.006060026586055756
RPS4Y2	-1.3079298718821013	13	0.026611328125
RPS5	0.09981558695001069	28	0.10417398810386658
RPS6	0.35278730243394696	28	0.019113145768642426
RPS6KA1	0.05729915473395104	28	0.6136380508542061
RPS6KA3	-0.49487477581877126	28	0.0018673688173294067
RPS6KA4	-0.014156696476249021	9	0.65234375
RPS7	-0.30932296375951496	28	0.49323366582393646
RPS8	0.27168633907433687	28	0.02322421222925186
RPS9	0.2315079707632382	28	0.019113145768642426
RPSA	0.012235682858973349	28	0.5979221016168594
RPTOR	0.11831036435960456	28	0.6618045940995216
RQCD1	0.19806842797243968	13	1.0
RRAS	-0.2773507984274831	28	0.09002415090799332
RRAS2	-0.11582047378195671	25	0.3665854334831238
RRBP1	-0.06945525700913847	28	0.6455853804945946
RRP12	1.1319862474285922	22	0.007443428039550781
RRP1B	1.446384998810566	18	5.340576171875e-05
RRP9	0.045726870018058106	9	0.91015625
RRS1	1.557808047574784	20	0.0072956085205078125
RSL1D1	1.1066516068209182	28	7.204711437225342e-05
RSU1	0.27021874613289254	28	0.5221440717577934
RTCA	0.22604193570244335	28	0.49323366582393646
RTCB	0.14276288326341313	28	0.49323366582393646
RTFDC1	0.8632589300654786	16	0.00628662109375
RTN3	0.1548894183002305	5	
RTN4	-0.020971328596372792	28	0.4247525781393051
RUFY1	0.40212754160466396	25	0.457846462726593
RUVBL1	0.708531078880854	28	0.0024397894740104675
RUVBL2	0.8330551101804681	28	5.677342414855957e-06
RWDD1	0.37104911118240375	13	0.83935546875
RXRA	0.7556063859328783	8	0.0546875
RXRB	1.751713348111183	23	4.029273986816406e-05
S100A10	-0.5009780601882327	28	0.033681392669677734
S100A11	1.857715275775301	28	0.00015273690223693848
S100A14	-0.9994993550932048	24	0.036649227142333984
S100A16	-0.27121423742386264	12	0.4697265625
S100A4	-0.5767888560268835	28	0.18578492105007172
S100A6	0.33871834289000624	28	0.13751810044050217
S100A8	2.622643656353609	26	0.00019028782844543457
S100A9	1.8573996950592053	28	0.00011970102787017822
S100B	-2.389638700084059	24	1.1920928955078125e-06
S100P	-0.27991113664179024	6	0.5625
SAA1	0.017521474356959884	6	0.84375
SACM1L	0.3455774530418529	27	0.44104358553886414
SAE1	0.6958414969811839	28	0.01563260704278946
SAFB	0.4967265345508558	22	0.0025048255920410156
SAMD9L	1.2946107923264916	5	
SAMHD1	-0.36091313856038076	28	0.0018673688173294067
SAMM50	0.22727975218377683	28	0.07353667169809341
SAP30BP	1.0250385415858008	5	
SAR1A	0.08142228245778317	28	0.3272097110748291
SAR1B	0.21993492554787192	28	0.10925160348415375
SARNP	0.24874280429341797	27	0.018655240535736084
SARS	0.3782998896360993	28	0.011838570237159729
SARS2	0.3997788952893869	20	0.7011814117431641
SART1	1.3190940010016572	22	0.004684925079345703
SART3	0.5438372801781023	28	0.01025690883398056
SASH3	0.35653826041848335	26	0.35332122445106506
SATB2	0.21608643462720947	10	0.322265625
SBDS	0.3704958147188341	28	0.551873967051506
SBF1	1.0774787526777172	19	0.03234100341796875
SBSPON	-0.7284837736703558	6	0.3125
SCAF11	0.2705289423807181	5	
SCAMP1	0.538692388346437	18	0.16735076904296875
SCAMP2	-0.549760203791037	19	0.03234100341796875
SCAMP3	0.5171034905309604	25	0.01597297191619873
SCARB2	-0.11664396449746728	28	0.4514767527580261
SCCPDH	0.474121194350561	27	0.02623094618320465
SCFD1	-0.7736165365809902	28	0.1199713721871376
SCFD2	0.010069862139842711	20	0.8983173370361328
SCG2	-0.4857498382538858	8	0.640625
SCGN	-3.0718979053597777	8	0.0078125
SCIN	-1.3506449582587159	11	0.2783203125
SCOC	-0.17902016029750795	23	0.01955723762512207
SCP2	-0.16670383689561713	28	0.3052256628870964
SCPEP1	-0.3173504223732501	27	0.028018027544021606
SCRIB	1.086844027316716	28	0.053377434611320496
SCRN1	1.0128769931778263	17	0.056884765625
SCRN2	-0.4191881706133504	28	0.017886914312839508
SCYL1	-0.5774949503610602	7	0.21875
SCYL2	-0.11906920442198095	28	0.3160962611436844
SCYL3	0.3274207100157155	12	0.38037109375
SDCBP	0.8545156753572309	26	3.185868263244629e-05
SDCBP2	-0.16210395550299606	11	0.8310546875
SDF2L1	-0.4039187144822678	26	0.05251908302307129
SDF4	1.2952658265334307	11	0.013671875
SDHA	-0.6770084248451396	28	0.01102352887392044
SDHAF2	-0.4132096103611884	10	0.4921875
SDHB	-0.21636788746504865	28	0.156909741461277
SDHC	0.14054031949709023	26	0.3276410400867462
SDPR	-1.711425432887523	18	0.0076904296875
SDSL	-0.8894487059290732	9	0.12890625
SEC11A	0.11217321009162065	28	0.9374814853072166
SEC11C	-0.9633580092006273	28	9.395182132720947e-06
SEC13	0.28736674328209416	27	0.04910190403461456
SEC16A	0.5410945266057536	22	0.5660676956176758
SEC22B	-0.08300149364324498	28	0.5075842142105103
SEC23A	0.3421062843736482	28	0.11451615393161774
SEC23B	0.4304872751691728	28	0.10417398810386658
SEC23IP	0.5882135412823499	28	0.017886914312839508
SEC24A	0.35766300275579	28	0.10925160348415375
SEC24B	0.10879236723698707	28	0.18578492105007172
SEC24C	0.11914170576986036	28	0.4247525781393051
SEC24D	-0.38004470149429304	27	0.012076601386070251
SEC31A	0.255204072295457	28	0.12562106549739838
SEC61A1	-0.23506822136736988	26	0.2798910140991211
SEC61G	0.17562812676145975	28	0.4247525781393051
SEC63	0.18557011305539098	22	0.46277761459350586
SECISBP2	0.7918995032108279	19	0.060207366943359375
SEH1L	0.07816501316058204	27	0.6109333634376526
SEL1L	0.3238738093807295	14	0.8077392578125
SEL1L3	2.1605215910988576	5	
SELENBP1	-1.7212435050919097	28	1.5139579772949219e-05
SELM	0.055005159175841256	8	0.9453125
SELO	-0.010484422607302542	16	0.632171630859375
2024-09-15 00:00:00	0.23731901868803693	25	0.0801958441734314
SEPHS1	0.9232978449077012	27	0.0008278489112854004
SEPHS2	1.2119599448473295	18	0.0897674560546875
2024-09-01 00:00:00	0.46006859018797847	5	
2024-09-10 00:00:00	1.2088100435982576	15	0.01806640625
2024-09-11 00:00:00	0.33898652367180815	28	0.011838570237159729
2024-09-02 00:00:00	-0.013096800721819946	28	0.8489041775465012
2024-09-07 00:00:00	0.3692857942874175	28	0.003160528838634491
2024-09-08 00:00:00	0.8942306625613775	27	1.3113021850585938e-06
2024-09-09 00:00:00	0.3544871969923591	28	0.12562106549739838
SERBP1	0.5765476702531855	20	0.10539817810058594
SERINC5	0.6305081789005282	20	0.0005855560302734375
SERPINA1	0.3010343808066175	28	0.0379299521446228
SERPINA10	1.5204445400311841	5	
SERPINA3	-0.34166191001170004	28	0.9374814853072166
SERPINA4	1.5488199764999817	15	0.02557373046875
SERPINA6	-0.3204638200949431	8	0.84375
SERPINB1	0.4651441168083179	28	0.007629185914993286
SERPINB6	0.498065921081398	28	0.08565542846918106
SERPINB8	0.08353069732461603	16	0.93988037109375
SERPINB9	0.014609276961826794	23	0.5399188995361328
SERPINC1	0.4542403248035811	28	0.029833190143108368
SERPIND1	0.5608786384011046	28	0.0005833879113197327
SERPINE2	0.4301096453572828	14	0.216552734375
SERPINF1	0.8959971682286217	28	0.08145394921302795
SERPINF2	1.5244110902072192	8	0.546875
SERPING1	0.7681399972111366	27	0.012076601386070251
SERPINH1	1.7149741058764634	28	5.677342414855957e-06
SET	0.3201250036091302	28	0.012704446911811829
SETD3	0.5001795084661946	24	0.05264079570770264
SETDB1	-1.2778085740846132	15	0.04791259765625
SF1	0.5364567658324053	28	0.021778732538223267
SF3A1	0.8051901781774613	28	0.0004249662160873413
SF3A2	0.4516133057670869	21	0.21568012237548828
SF3A3	0.7612835986140867	28	5.529820919036865e-05
SF3B1	0.6948302321086675	28	0.01025690883398056
SF3B14	0.6086036403933481	28	0.0026621222496032715
SF3B2	0.055862416381031926	28	0.9553221687674522
SF3B3	1.1617358711668153	28	0.0006467849016189575
SF3B4	0.9733150089848809	28	0.0003814026713371277
SFN	0.39628914568058826	28	0.028050199151039124
SFPQ	0.784466187071003	28	0.01563260704278946
SFRP1	-0.5791352330404919	5	
SFSWAP	-0.039718820773703284	9	0.5703125
SFT2D3	0.025354879674188476	8	0.84375
SFXN1	0.24905280893590914	28	0.03170907497406006
SFXN3	0.6398574816177969	26	0.0002174675464630127
SGCD	-0.22782894953083493	19	0.21011734008789062
SGCE	-0.033217776893434726	9	0.91015625
SGK196	0.8896864795788777	8	0.0390625
SGPL1	0.03134503542660193	28	0.8665077835321426
SGSH	-0.10481490504376054	23	0.5803380012512207
SGTA	0.9449434794553659	23	0.01955723762512207
SH2D4A	-0.21231810818970184	7	0.21875
SH3BGRL	0.25605876989405657	28	0.27407141774892807
SH3BGRL2	-0.1205431182403989	27	0.3864929676055908
SH3BGRL3	0.37929530149598956	28	0.053377434611320496
SH3BP1	-0.3006020110101547	28	0.05638675391674042
SH3BP4	2.89926557686546	23	1.1920928955078125e-06
SH3GL1	0.7544003108742593	28	1.8849968910217285e-06
SH3GLB1	-0.38344036956530125	26	0.15736517310142517
SH3GLB2	0.02671995839479556	28	0.43800119310617447
SH3KBP1	-0.14616513431160627	27	0.0692269504070282
SH3PXD2A	1.3025627700204314	13	0.01708984375
SHC1	0.547777138682262	28	0.0020434409379959106
SHKBP1	0.1275596234779659	8	0.3125
SHMT1	-0.25940638752057904	22	0.06341934204101562
SHMT2	0.8560462761467853	28	0.00027351081371307373
SHPK	-0.2660335954742149	24	0.005330443382263184
SHROOM3	-0.8532501567195776	16	0.00335693359375
SIAE	-1.051501934515045	27	0.00016239285469055176
SIGIRR	-0.8664132261048788	26	0.000125885009765625
SIGMAR1	-0.12726154871873785	6	1.0
SIN3A	0.6726204193892614	23	0.01486515998840332
SIPA1	0.43309163694464814	24	0.19737839698791504
SIPA1L2	1.9566131284561603	17	0.0031585693359375
SIRT2	-0.20419996072345892	15	0.5614013671875
SIRT3	-0.2598995078863546	20	0.082550048828125
SIRT6	-0.31198067241758914	6	0.4375
SKIV2L	0.23312457091485395	28	0.831373319029808
SKIV2L2	0.677264401644022	28	0.007629185914993286
SKP1	1.1160816760132948	27	1.3113021850585938e-06
SLAIN2	0.4871745410945214	21	0.9186935424804688
SLC12A2	0.889313463844413	28	0.004778154194355011
SLC12A7	-1.6792500963099188	5	
SLC16A1	-0.3956741286887498	19	0.2753410339355469
SLC16A3	1.1817359527662035	28	2.0518898963928223e-05
SLC1A4	0.11415957371697442	16	0.322509765625
SLC1A5	1.1363535205063382	28	0.004060737788677216
SLC22A18	0.12880111903369645	16	0.19281005859375
SLC25A1	0.1740499974682777	28	0.479096382856369
SLC25A11	-0.06432903269178225	28	0.9910601079463959
SLC25A12	-0.43527593500348766	28	0.004778154194355011
SLC25A13	0.9038089798601778	28	0.026356667280197144
SLC25A15	0.8138110462545077	16	0.104583740234375
SLC25A24	-0.016767060648816105	28	0.8665077835321426
SLC25A3	0.4905471553760462	28	0.004406772553920746
SLC25A4	0.5316569585486517	20	0.029575347900390625
SLC25A5	0.45772723358779643	28	0.026356667280197144
SLC25A6	0.6459362214815167	28	0.01563260704278946
SLC26A2	-3.0823678280191364	12	0.00927734375
SLC26A3	-2.7330409665902664	16	0.00213623046875
SLC27A1	-0.008498305700941346	19	0.5152778625488281
SLC27A2	-0.001992031026051184	21	0.4319114685058594
SLC27A3	0.22452186089779508	15	0.5994873046875
SLC27A4	1.18423915263113	17	0.2068939208984375
SLC2A1	1.5947467782947327	28	7.964670658111572e-06
SLC30A6	-0.08698782230024724	15	0.389404296875
SLC30A7	0.8294509883130972	6	0.6875
SLC30A9	0.45961053536610447	9	0.30078125
SLC33A1	-0.10063501488182008	20	0.20244979858398438
SLC35D1	0.4346564196455598	5	
SLC37A3	0.9147708191583022	28	6.318092346191406e-05
SLC38A10	0.8981822336271117	8	0.25
SLC39A11	-0.2623978759135235	17	0.3778228759765625
SLC39A14	0.352099207439986	27	0.8965883553028107
SLC3A2	1.089543302155807	28	0.0001721307635307312
SLC44A1	-1.2547195320666082	28	6.556510925292969e-07
SLC44A2	-0.74555659190926	22	0.005275726318359375
SLC4A1	-0.9689675312862651	28	2.0518898963928223e-05
SLC4A1AP	0.5257999814608145	16	0.375457763671875
SLC4A4	-1.4637225259621043	10	0.00390625
SLC4A7	0.2788537527668361	14	0.267578125
SLC9A1	-0.21818249551984895	19	0.24125289916992188
SLC9A3R1	-0.46199113389324353	28	0.05049888789653778
SLC9A3R2	0.0038390097095448595	18	0.468292236328125
SLFN5	0.6966597067567386	14	0.2957763671875
SLIRP	2.6617613192242153	25	0.0004894733428955078
SLIT3	-0.05742319884307243	6	0.84375
SLK	-0.23383771857440563	19	0.4413337707519531
SLMAP	-0.5085664564581232	17	0.17425537109375
SMAP1	0.20452526376855867	28	0.3052256628870964
SMAP2	-0.19456367799716606	25	0.5601714849472046
SMARCA2	0.6854376413263102	27	0.03620612621307373
SMARCA4	1.0958618354283707	21	3.147125244140625e-05
SMARCA5	1.200494993724361	26	0.18135443329811096
SMARCAD1	0.2746022310954972	8	0.546875
SMARCB1	-1.2510559888875046	6	0.15625
SMARCC1	1.1825305355455464	20	0.005580902099609375
SMARCD2	0.8566651687138332	25	0.0018156766891479492
SMARCE1	0.3641497238285508	26	0.08419731259346008
SMC1A	0.6355307830831893	28	0.07353667169809341
SMC2	2.7955231150437134	10	0.130859375
SMC3	0.11058881437605199	28	0.27407141774892807
SMC5	0.28459531018504947	9	0.25
SMC6	-0.17319234084475135	24	0.45587432384490967
SMCHD1	-0.9773894883407431	27	0.5303222090005875
SMEK1	0.35305168973743906	18	0.22875213623046875
SMG5	0.05359600832773619	5	
SMIM20	-0.14681473611201043	13	0.587890625
SMPD3	-1.5025875572290792	21	1.811981201171875e-05
SMS	0.4200934615653008	28	0.0051764026284217834
SMTN	0.5739218989603964	27	0.5303222090005875
SMU1	0.19902405116066477	25	0.2872292995452881
SNAP23	-0.10846867924398187	28	0.5670346617698669
SNAP29	-1.0240471032496214	11	0.9658203125
SNAPIN	0.40933413695829457	16	0.21142578125
SND1	0.6807975148322891	28	0.003438994288444519
SNF8	-0.008404436212419493	22	0.774528980255127
SNRNP200	0.4801550880918615	28	0.008224666118621826
SNRNP40	0.17959838379488574	26	0.05935487151145935
SNRNP70	0.9013691126575415	28	0.0004249662160873413
SNRPA	1.4087454805251165	25	0.007370948791503906
SNRPA1	0.4355160156147039	28	0.040213532745838165
SNRPB2	0.5436051924917422	24	0.024863600730895996
SNRPC	-0.138340646008388	21	0.8648872375488281
SNRPD1	0.27033721738498373	28	0.7621389999985695
SNRPD2	0.17648603670117055	28	0.016727693378925323
SNRPD3	0.1787427470576961	28	0.4117337390780449
SNRPE	0.32651593715888605	24	0.022932052612304688
SNRPG	0.45598537542271284	28	0.0051764026284217834
SNTB1	0.7685079540697948	19	0.049365997314453125
SNTB2	-0.5215075853268551	26	0.0009347796440124512
SNW1	0.028169600968033053	28	0.6136380508542061
SNX1	0.04506825994642034	28	0.43800119310617447
SNX12	0.8277664198250902	28	4.2110681533813477e-05
SNX17	-0.6540606999368754	14	0.0418701171875
SNX18	-0.09704610998875292	22	0.8485937118530273
SNX2	-0.030347314227685093	26	0.7643943428993225
SNX27	0.10015026877315797	28	0.7621389999985695
SNX3	1.0523686715823026	28	0.0020434409379959106
SNX33	0.06237764936853641	13	0.21630859375
SNX4	0.11081010557423872	23	0.17933368682861328
SNX5	0.08934221445073756	28	0.551873967051506
SNX6	-0.08327480840920032	28	0.8841757625341415
SNX7	0.979033293690239	6	0.21875
SNX8	0.8439246336803996	16	0.001678466796875
SOAT1	0.08754351338989158	28	0.7281656339764595
SOD1	-0.11535409607021595	28	0.2842133492231369
SOD2	0.5839547341146863	28	0.0012892335653305054
SOD3	-0.11801987978105048	28	0.551873967051506
SORBS1	0.37896501269592386	28	0.23591722548007965
SORBS2	-1.4114426404844584	26	0.0032291412353515625
SORBS3	0.3586051666146497	28	0.3620011880993843
SORD	0.47022846564138865	28	0.12562106549739838
SORT1	-0.7837517221077447	15	0.389404296875
SOS2	-2.2384898355924725	5	
SP100	0.15774182420579652	16	0.129730224609375
SPAG1	0.4032795284026721	17	0.044769287109375
SPAG7	1.4678504037073705	11	0.0673828125
SPAG9	0.08864685516692922	28	0.3620011880993843
SPARCL1	1.053627620388704	8	0.015625
SPAST	0.382360685929282	21	0.37372493743896484
SPATA20	-0.03734156546370625	9	0.65234375
SPATA5	0.2962067564593059	9	0.8203125
SPATS2L	0.6367883901633558	27	0.05520309507846832
SPCS2	-0.23666023586925905	28	0.0379299521446228
SPCS3	-0.681981242685883	27	0.0004787445068359375
SPECC1	0.18011157826634497	5	
SPN	0.5401128512943097	8	0.078125
SPON1	-1.3327378553028577	16	0.001678466796875
SPR	0.14232578054259676	28	0.4117337390780449
SPRYD4	0.113102485472731	6	0.84375
SPTA1	-0.6663128614179825	24	0.21821892261505127
SPTAN1	-0.1337354944723442	28	0.17090606689453125
SPTB	0.051947827666213205	27	0.8965883553028107
SPTBN1	-0.16980301802158404	28	0.028050199151039124
SPTLC1	-0.4619879986288085	28	0.0003418475389480591
SPTLC2	1.4826408332646788	13	0.004638671875
SQRDL	-1.1154317829763594	28	1.8849968910217285e-06
SRC	0.5314653486609717	22	0.05869007110595703
SREK1	1.4299529709128196	27	0.003550395369529724
SRI	-0.2664207025135398	28	0.3052256628870964
SRM	2.7494449593657913	28	0.0015547871589660645
SRP14	0.4467410747808216	28	0.04774715006351471
SRP19	0.9312489275938258	10	0.001953125
SRP54	0.2656492094983839	28	0.03170907497406006
SRP68	0.5911398866302787	27	0.08148856461048126
SRP72	0.8242105378709286	26	0.011966735124588013
SRP9	-0.4384145136434527	26	0.2369500696659088
SRPK1	0.6593313113540376	28	0.042608387768268585
SRPK2	0.3003815840646907	12	0.02685546875
SRPR	0.8311047219631046	8	0.109375
SRPRB	0.10958241680579113	23	0.6010458469390869
SRPX	-0.35339892718940213	11	0.4130859375
SRRM1	-0.014194920698304489	27	0.6109333634376526
SRRM2	0.617299265098988	28	0.014598868787288666
SRRT	0.6569542985318303	26	0.05935487151145935
SRSF1	0.6409140237870883	28	0.0007162094116210938
SRSF11	0.651501476569077	18	0.00157928466796875
SRSF2	0.6677456490786111	28	0.0011721327900886536
SRSF3	0.07056185887908809	26	0.7265399694442749
SRSF4	0.6906137252051311	27	0.014005735516548157
SRSF5	0.6431519681806207	25	0.00806879997253418
SRSF6	0.7847410051069958	25	3.2782554626464844e-06
SRSF7	0.7059117758575297	28	0.0012892335653305054
SRSF9	0.7767720620111487	28	0.0005255788564682007
SSB	0.831661964655577	28	0.0007921457290649414
SSBP1	2.102520110137005	25	0.00032907724380493164
SSH3	0.49401113658174634	16	0.000579833984375
SSR1	0.049314576701048954	28	0.38639477640390396
SSR3	0.19620371736786757	28	0.21827305853366852
SSR4	0.3727802353488572	28	0.003738619387149811
SSRP1	0.5156947266908373	28	0.01362369954586029
SSSCA1	1.1534903857224366	7	0.015625
SSU72	0.8294943692426157	7	0.109375
ST13	0.3203932354004639	28	0.05953092873096466
ST14	-0.34358124617536895	27	0.12860044836997986
ST6GALNAC1	-1.7614705528184234	8	0.109375
ST6GALNAC6	-0.8451072731472644	6	0.4375
STAB1	-2.1203883034947153	24	6.556510925292969e-06
STAG1	0.49609819266945765	24	0.12084019184112549
STAG2	1.7178798874145893	16	0.000152587890625
STAM	0.5552960462868343	21	0.038437843322753906
STAM2	-0.028927185463502047	23	0.36039113998413086
STAMBP	-0.4288519675177487	25	0.20993918180465698
STAP2	-1.2874293145064921	12	0.00146484375
STARD10	0.2552250759070362	27	0.3361395001411438
STARD5	-0.006225360190573619	18	0.8985748291015625
STAT1	0.7864193376128849	28	0.003738619387149811
STAT2	0.7202705257764923	14	0.153076171875
STAT3	0.28791189217910584	28	0.11451615393161774
STAT5A	0.2697446274233465	7	0.578125
STAT6	-0.09279571762284684	28	0.5221440717577934
STAU1	1.1669444116212122	28	0.007071197032928467
STBD1	0.08532387009026451	5	
STIM1	0.2924739772723026	28	0.5369088649749756
STIP1	0.38009598149472423	28	0.009536407887935638
STK10	0.7406994495951866	25	0.002025127410888672
STK11IP	-0.4556794837761898	7	0.8125
STK24	1.0541900497885988	10	0.064453125
STK38L	0.4588933999998707	9	0.42578125
STK39	0.27014073568453223	21	0.3376598358154297
STK4	0.5587109594108018	19	0.5677604675292969
STMN1	0.05602328904628398	24	0.6230943202972412
STOM	0.1848416671478423	28	0.7965622618794441
STOML2	1.0610818810362592	28	0.00019368529319763184
STRAP	1.0165405183182634	28	0.00015273690223693848
STRBP	1.1857817316908716	24	2.014636993408203e-05
STRIP1	0.011255209699552954	23	0.5599584579467773
STRN	-0.028563070021392238	25	0.4741646647453308
STT3A	0.13720233140931964	28	0.46517620980739594
STT3B	0.6126626031480253	28	0.0007921457290649414
STUB1	0.05610439087147487	6	0.6875
STX12	-0.27543699110497344	28	0.13146880269050598
STX16	-0.31683758585298105	15	0.67877197265625
STX17	-0.04088883111286635	17	0.7466583251953125
STX18	0.26529492454724807	21	0.37372493743896484
STX4	0.42157905272138635	17	0.328948974609375
STX6	1.3736865907086444	11	0.013671875
STX7	0.4351927899196717	28	0.026356667280197144
STXBP1	0.18369097446757124	21	0.6091489791870117
STXBP2	-0.2542507196910098	26	0.8612560033798218
STXBP3	0.2357951517093521	28	0.15023531019687653
STXBP5	0.4590836878407506	7	0.46875
STXBP6	0.21488581085209466	5	
STYK1	-0.08062212007111264	6	0.84375
SUB1	0.21463869254179319	28	0.7281656339764595
SUCLA2	0.37378505762609526	28	0.08145394921302795
SUCLG1	-0.36502426642593006	27	0.12253367900848389
SUCLG2	-0.752225930735505	28	0.000244140625
SUGP2	4.049540043431447	9	0.02734375
SUGT1	0.2789220822689395	26	0.13578131794929504
SULT1A1	-1.8557515407710719	14	0.0040283203125
SULT1B1	0.5311939143291996	22	0.23476219177246094
SUMF2	0.7135250206959246	28	0.0009657368063926697
SUN1	-0.26562685165629	14	0.8077392578125
SUN2	0.008259185746863648	28	0.4247525781393051
SUPT16H	1.9947296612811556	28	0.0003059804439544678
SUPT5H	0.5771781841397954	22	0.8237285614013672
SUPT6H	1.7789620325154298	25	0.0005564093589782715
SURF4	0.5453837117812149	28	0.003738619387149811
SUSD2	0.21067900077265747	11	0.7646484375
SVIL	-0.15727428226088244	6	0.84375
SWAP70	0.3339535056144637	20	0.6476554870605469
SYAP1	0.3263337769040018	25	0.5249125957489014
SYK	-1.4966631482983825	6	0.5625
SYMPK	0.8364284943790191	21	0.11105823516845703
SYNCRIP	0.49819512692085527	28	0.019113145768642426
SYNE1	0.830872728763741	17	0.4037628173828125
SYNE2	-0.42861783073076143	25	0.21998637914657593
SYNE3	-0.46221252471823104	22	0.15597057342529297
SYNGR2	-0.13024247541386075	10	0.845703125
SYNM	-0.09936740998587051	25	0.7711594104766846
SYNPO	-0.3111900755945782	23	0.44520044326782227
SYNPO2	-0.6967349907913395	27	0.12253367900848389
SYNRG	2.5994224353926865	5	
SYPL1	0.32579535098878315	28	0.0051764026284217834
SYTL2	-1.1925612195811262	6	0.3125
TAB1	1.0141815734433468	20	0.5958194732666016
TACC1	-0.24796412559162412	24	0.40611207485198975
TACC2	0.8349008935585637	15	0.207763671875
TACO1	0.06361589125669896	27	0.8407831341028214
TAF15	0.7084381211992481	26	0.046331167221069336
TAF6	0.6183810525793229	9	0.1640625
TAF8	0.2879423639756696	8	0.25
TAF9	-0.7849793603226136	18	0.0182342529296875
TAGLN	0.7638665581349424	28	0.040213532745838165
TAGLN2	0.7236645281197256	28	1.259148120880127e-06
TAGLN3	0.5275160990474175	14	0.0166015625
TALDO1	0.34896108735074527	28	0.0379299521446228
TAMM41	1.2917619693912812	16	0.000762939453125
TANC1	-1.3827197790061156	11	0.0185546875
TANC2	-0.18384544687425938	13	0.127197265625
TAOK1	0.7271564315048067	14	0.067626953125
TAOK3	0.6135487355399855	24	0.0007423162460327148
TAP1	0.5225058475097254	28	0.05953092873096466
TAP2	1.0277194083620456	27	0.005940347909927368
TAPBP	0.37263461740071574	23	0.25945234298706055
TAPBPL	0.6571632786226563	8	0.546875
TARDBP	0.648979209961917	28	0.01362369954586029
TARS	0.6633770553386413	28	0.016727693378925323
TARS2	1.316531327442609	13	0.10986328125
TATDN1	1.5079464685214732	14	0.118896484375
TAX1BP3	-0.10567902710137343	21	0.5854024887084961
TBC1D10B	0.33083781392808637	8	0.7421875
TBC1D15	0.977620729248975	28	0.011838570237159729
TBC1D17	0.3023440274591628	14	0.3258056640625
TBC1D22A	0.1395698950120029	23	0.31455397605895996
TBC1D23	0.1817608423476344	22	0.3534979820251465
TBC1D2B	0.8210298589546806	25	0.029578447341918945
TBC1D4	1.5894573583829432	28	0.004778154194355011
TBC1D8B	0.6587800922973275	14	0.10400390625
