gene	log2fc_fudan	n_pairs_fudan	pval_fudan
DFFB	0.715353078896386	18	0.28372955322265625
DGAT1	1.0677949175742414	21	0.07598018646240234
DGKA	-0.23164442819610218	7	0.6875
DHCR24	0.35291014559530137	13	0.243896484375
DHCR7	1.3281483462980779	16	0.00762939453125
DHODH	-0.2606339535931277	6	0.84375
DHRS1	-1.2805371938236316	26	1.3321638107299805e-05
DHRS11	-0.7068756206752382	16	0.0506591796875
DHRS7	-0.26300847050629744	28	0.156909741461277
DHRS7B	-0.5235950215037876	25	0.0015169116773216492
DHTKD1	-0.7617575662732659	8	0.1953125
DHX15	0.5407083076394832	28	0.0008751451969146729
DHX16	1.3556468886662445	24	0.0025163888931274414
DHX29	0.15877487692559042	19	0.4653167724609375
DHX30	2.879295299516163	15	0.01025390625
DHX32	-0.1514156442726038	5	
DHX33	1.4968315904424911	5	
DHX36	1.224738903351509	27	3.0234456062316895e-05
DHX37	-0.15329732643521585	27	0.594396710395813
DHX38	0.9765410271760112	27	0.012076601386070251
DHX8	0.6861542514104961	5	
DHX9	0.06302829472749975	28	0.12562106549739838
DIABLO	-0.5661649816371057	28	2.7641654014587402e-06
DIAPH1	0.6698032758628436	28	0.0051764026284217834
DIAPH2	1.3877258405462656	26	0.00468936562538147
DIDO1	-0.5897571914567904	26	0.3403312563896179
DIMT1	1.4765695777794638	14	0.0001220703125
DIP2A	-0.4204919293709518	13	0.10986328125
DIP2B	-0.3413071107454717	7	0.9375
DIS3	2.134447260474671	24	0.00020515918731689453
DIS3L2	-0.2996603543481714	25	0.507703959941864
DKC1	0.742331490706081	27	0.00023631751537322998
DLAT	-0.08891638501967175	28	0.2015676274895668
DLD	0.14870034263350615	28	0.6295278295874596
DLG1	-0.19845013450984106	16	0.274444580078125
DLGAP4	0.03980466872173019	5	
DLST	0.5675176023774793	28	0.00021760910749435425
DMBT1	0.06071170787578911	12	0.791015625
DMD	-1.5473872538078874	25	0.002507925033569336
DNAJA1	-0.3264888740452742	28	0.05953092873096466
DNAJA2	-0.28304173437897706	10	0.921875
DNAJA3	1.3310422810729339	28	0.00019368529319763184
DNAJB1	0.9497763631704094	28	0.006060026586055756
DNAJB11	-0.14292718450675293	28	0.1935620754957199
DNAJB2	-0.22156769645580499	12	0.2333984375
DNAJB6	0.36967862765051845	19	0.036067962646484375
DNAJC1	-0.08899681407109569	19	0.9133009306692093
DNAJC10	1.0824226518532563	26	3.7550926208496094e-05
DNAJC11	-0.5591650574938598	27	0.06548145413398743
DNAJC13	0.7459944323780888	28	0.5221440717577934
DNAJC17	0.5496870259736257	15	0.1353759765625
DNAJC3	0.16869646198739086	28	0.3160962611436844
DNAJC8	0.2652907456105596	27	0.0692269504070282
DNAJC9	0.996011116091323	17	0.001068115234375
DNASE1L1	-1.1540944568095461	6	0.21875
DNASE2	0.46085305517914466	8	0.078125
DNM1	-0.0006920216989533164	18	0.44229888916015625
DNM1L	0.3134483438641711	28	0.042608387768268585
DNM2	-0.09182097437900363	28	0.09002415090799332
DNM3	0.827118135935315	20	0.012079238891601562
DNMT1	0.5895216829974144	9	0.65234375
DNPEP	0.09671779373542848	28	0.8665077835321426
DNPH1	0.6707665925123929	28	0.008859716355800629
DNTTIP2	-0.010383670466055542	24	0.704756498336792
DOCK1	1.02518249119713	28	0.0051764026284217834
DOCK2	-1.4073487635970687	25	0.0030878782272338867
DOCK5	0.47382331925008714	23	0.22261524200439453
DOCK7	0.9231969019856899	27	0.00038070976734161377
DOPEY2	0.07766104765512648	12	0.9697265625
DPAGT1	-0.010207498085571032	8	0.84375
DPF2	1.7279039069539235	21	0.0010023117065429688
DPM1	0.5319753720746033	24	0.011516094207763672
DPP3	0.19782877139703503	28	0.08565542846918106
DPP4	0.5363324820626205	24	0.15998530387878418
DPP7	-0.30827428027192905	27	0.6276643574237823
DPP9	1.6974642073722297	20	0.023950576782226562
DPT	-2.300849298806506	27	6.660819053649902e-06
DPY30	0.9737032178236895	24	0.0031430721282958984
DPYD	0.8189755931472127	10	0.16015625
DPYSL2	-0.2922440137622747	28	0.019113145768642426
DPYSL3	0.7393954283164113	28	3.17990779876709e-05
DRAP1	0.39388053177256954	28	0.006060026586055756
DRG1	1.2644404266177416	28	6.735324859619141e-06
DRG2	1.9081103524506928	17	0.0347900390625
DSC2	0.4252787819180723	15	0.30279541015625
DSG2	0.38307190893580745	28	0.0026621222496032715
DSP	-0.07043294824903315	28	0.43800119310617447
DST	-0.05730606005103957	25	0.8531995415687561
DSTN	0.4474157755192752	27	0.00042723119258880615
DTX3L	0.6820408790981674	26	0.0993349552154541
DTYMK	0.7056064997478833	28	0.0012892335653305054
DUOX2	0.5010166436991625	8	0.3125
DUSP12	-0.28866197022364853	6	0.5625
DUSP23	0.6315079594845383	28	0.003160528838634491
DUSP3	0.9078710325893069	28	0.0005255788564682007
DUT	0.32463510158734	26	0.3152514398097992
DYNC1H1	0.27951413714616224	28	0.04774715006351471
DYNC1I2	0.12811659279606216	28	0.6455853804945946
DYNC1LI1	0.5507053707352592	28	0.017886914312839508
DYNC1LI2	0.007182327767949165	28	0.8841757625341415
DYNLL1	0.5706563716613989	19	0.12318801879882812
DYNLRB1	0.5143879611147989	14	0.029541015625
DYSF	0.19562804608190754	28	0.13751810044050217
EARS2	0.878962498761504	17	0.088653564453125
EBNA1BP2	2.694703348591948	9	0.00390625
EBP	0.6036040629182298	19	0.0180816650390625
ECE1	0.15579467260742436	27	0.10040661692619324
ECH1	-0.5544579845174998	28	0.007071197032928467
ECHDC1	-0.4966220716827713	28	0.012704446911811829
ECHDC3	-0.30653730601047174	11	0.365234375
ECHS1	0.20661759700679386	28	0.3989470452070236
ECI1	-0.42322409214691714	28	0.042608387768268585
ECI2	-1.1123593626300747	19	0.000164031982421875
ECM1	2.1998564401245675	26	0.0007454454898834229
ECSIT	-0.321491949862358	9	1.0
EDC3	1.6780719051126376	17	0.00933837890625
EDC4	0.9654024522437307	23	0.04152512550354004
EDF1	0.24408004450744414	14	0.9031982421875
EEA1	-0.23234750197612747	27	0.5303222090005875
EEF1A1	0.1006495575328896	28	0.7450922578573227
EEF1B2	0.7502387936174368	28	0.0022339224815368652
EEF1D	0.6636137626008838	28	0.0026621222496032715
EEF1E1	0.33864622818337736	28	0.2450956031680107
EEF1G	0.6182333076109671	28	0.002901986241340637
EEF2	0.23730735294392558	28	0.009536407887935638
EEFSEC	0.16005992483307113	26	0.6893201172351837
EFCAB4B	-0.5225818098001074	17	0.5790557861328125
EFEMP1	1.9091365591692464	20	0.04844093322753906
EFEMP2	2.3969149648043233	13	0.013427734375
EFHD2	-0.03617314670074861	28	0.7621389999985695
EFTUD1	0.030087795425690234	28	0.3052256628870964
EFTUD2	0.3800833273871115	28	0.024749115109443665
EGFR	-1.191345734981698	25	0.0001398921012878418
EGLN1	-0.12075215946061027	5	
EHBP1L1	1.032738011475021	6	0.21875
EHD1	-0.4742754035075003	28	0.011838570237159729
EHD2	-0.39301269267184824	28	0.33856552094221115
EHD3	-0.1966372938659182	10	0.556640625
EHD4	-0.25001345939512715	28	0.01025690883398056
EHHADH	-0.7621316471717521	26	0.00266072154045105
EI24	0.60025674079905	17	0.644134521484375
EIF1	0.5856508214514622	27	0.03189583122730255
EIF1AD	0.4279750480592887	19	0.07283401489257812
EIF2A	-0.07295106597888168	24	0.8115357160568237
EIF2AK2	1.3028843188496535	28	3.330409526824951e-06
EIF2B1	0.9266224338188014	22	0.0025048255920410156
EIF2B2	0.7626081829544904	17	0.00384521484375
EIF2B3	1.5997316248198574	18	0.0987396240234375
EIF2B4	1.5031060061396837	20	0.0003223419189453125
EIF2B5	0.13750352374993474	27	0.09538766741752625
EIF2S1	0.6427115298095203	28	0.0022339224815368652
EIF2S2	0.8369624023768101	28	0.0005255788564682007
EIF2S3	1.182667565334215	28	0.016727693378925323
EIF3A	-0.20626299848170987	28	0.1935620754957199
EIF3B	0.46589569683323473	28	0.0003418475389480591
EIF3C	0.44930740136358993	25	0.05875152349472046
EIF3D	0.45585531665678125	28	0.019113145768642426
EIF3E	0.24330406196851923	28	0.1935620754957199
EIF3F	0.7276578749704214	28	0.011838570237159729
EIF3G	0.4771440571321708	28	0.03170907497406006
EIF3H	0.2964384008514849	24	0.28966712951660156
EIF3I	0.6321136750946628	28	0.0001353248953819275
EIF3J	0.46695152753928076	13	0.068115234375
EIF3K	0.9032697102981688	28	0.0006467849016189575
EIF3L	0.35063623412671063	28	0.004778154194355011
EIF3M	0.3940752112420193	28	0.08145394921302795
EIF4A1	0.5618833224394082	28	0.008224666118621826
EIF4A2	0.40694766222390744	28	0.019113145768642426
EIF4A3	0.31950492990718915	28	0.1637990102171898
EIF4B	-0.1522702344588472	11	0.3203125
EIF4E	1.4834216107725624	28	6.735324859619141e-06
EIF4G1	0.5568504436334399	28	0.0004249662160873413
EIF4G2	0.7900118609421853	28	9.395182132720947e-06
EIF4G3	1.3917920907438122	28	0.00011970102787017822
EIF4H	0.5159864370791667	28	0.0992795079946518
EIF5	0.625080960064815	28	0.003738619387149811
EIF5A	0.5169350475215592	28	0.02322421222925186
EIF5B	0.7388196446696188	28	2.380460500717163e-05
EIF6	1.685841313594678	27	0.0001253187656402588
ELAC2	-0.3440824591097491	26	1.0
ELANE	2.3908601522426176	18	0.00104522705078125
ELAVL1	0.48003083407445885	28	0.006548762321472168
ELF1	0.1819196821420345	14	0.625732421875
ELMOD2	0.10262029572105345	16	0.979949951171875
ELN	-0.5417171100146342	24	0.15150094032287598
ELP3	1.1002231585182287	10	0.10546875
EMC1	0.695644004845071	27	0.028018027544021606
EMC2	-0.8814325092246014	20	0.13272666931152344
EMC3	1.8746316138379508	5	
EMC6	0.12575401043058804	13	0.167724609375
EMC8	-0.18795735849394202	20	0.5958194732666016
EMD	0.6278986158717486	17	0.00933837890625
EMILIN1	-0.11930965121042492	28	0.3989470452070236
EMILIN2	-1.2267578719093075	24	0.033985137939453125
EML1	-0.5090774379156947	20	0.17685317993164062
EML2	-3.1566080637646046	26	2.086162567138672e-06
EML4	0.7226089205300925	28	0.009536407887935638
ENDOD1	-0.5732830061358188	28	0.0022339224815368652
ENG	2.7792559471495886	24	0.0005675554275512695
ENGASE	0.6955770142030684	17	0.1593780517578125
ENO1	0.8961558353237422	28	5.677342414855957e-06
ENO2	0.9816294787136859	28	5.529820919036865e-05
ENO3	0.9937951018438911	28	6.318092346191406e-05
ENOPH1	0.954926731394213	27	0.0005356669425964355
ENOSF1	-0.14618319115822562	11	0.123046875
ENSA	-0.23976654833250668	23	0.31455397605895996
ENTPD1	0.6195516939502819	17	0.2841644287109375
ENTPD2	-0.21251418367849895	9	0.49609375
ENTPD5	-0.8644251699601239	25	0.002507925033569336
EPB41	-0.38824511533195016	25	0.02027493715286255
EPB41L1	0.27248735098844623	28	0.25451332330703735
EPB41L2	-0.4752884281491737	28	0.004778154194355011
EPB41L3	-2.2984864891530017	20	0.0031528472900390625
EPCAM	-0.07100079218659507	24	1.0
EPDR1	1.8946827387679548	10	0.10546875
EPHX1	-0.7998559297163441	28	4.830211400985718e-05
EPHX2	-1.254071763392114	28	0.0003418475389480591
EPM2AIP1	-0.4325472675672931	9	0.8203125
EPN1	-0.4603426159009943	23	0.16010499000549316
EPPK1	-0.3821832474712611	28	0.1199713721871376
EPRS	0.4842501040139183	28	0.004406772553920746
EPS15	-0.19523712145071687	28	0.09002415090799332
EPS15L1	-0.1653161617293378	28	0.6947018131613731
EPS8	3.040980020174983	16	0.02496337890625
EPS8L1	1.0731881910419172	18	0.22875213623046875
EPS8L2	0.2869806367291982	28	0.9374814853072166
EPS8L3	0.652554674218937	28	0.006548762321472168
EPX	-0.4649820927446626	27	0.08593340218067169
ERAL1	0.9146607241850004	9	0.49609375
ERAP1	0.07984640895472093	28	0.6618045940995216
ERAP2	0.5229876598677488	15	0.5994873046875
ERBB2	-0.07367393174768068	23	0.8229274749755859
ERBB2IP	-0.2110835057890882	28	0.17823376506567
ERGIC1	0.06476208271134437	28	0.9374814853072166
ERGIC3	0.4361650162616397	22	0.0036711692810058594
ERH	0.34334349384583585	28	0.0451183095574379
ERLEC1	0.08563655162444765	19	0.4180412292480469
ERLIN1	0.2892744448573296	22	0.3880448341369629
ERLIN2	-0.32978324333523756	26	0.15736517310142517
ERMP1	-0.05688880132237446	28	0.6618045940995216
ERO1L	0.48084462367495107	28	0.007071197032928467
ERP29	0.36107614789537545	28	0.0451183095574379
ERP44	0.006962488574935355	28	0.479096382856369
ESD	0.13446993681183508	28	0.5670346617698669
ESRP1	0.1988009800494175	22	0.7990336418151855
ESRRA	-0.2958066055507232	21	0.0062808990478515625
ESYT1	0.2849855490241949	28	0.06281394511461258
ESYT2	0.32877086700185065	28	0.05638675391674042
ETF1	0.5393452971993553	28	0.0001353248953819275
ETFA	-0.14157783269985066	28	0.6295278295874596
ETFB	-0.2665125504726376	28	0.23591722548007965
ETFDH	-1.9083606767366394	21	0.004284858703613281
ETHE1	-0.7292240869838709	28	0.0024397894740104675
ETV6	0.07088348615650998	13	0.85009765625
EVL	-0.4909747039471697	22	0.4060330390930176
EWSR1	0.8032317081503748	28	0.004778154194355011
EXOC1	0.5040386932776745	27	0.12253367900848389
EXOC2	0.4161941537681483	28	0.01102352887392044
EXOC3	0.8899658443698252	25	0.003419220447540283
EXOC4	0.3241344881967558	28	0.011838570237159729
EXOC6B	-0.23097663176152544	24	0.11396121978759766
EXOC7	0.32914111131085616	5	
EXOG	0.2607025885476068	9	0.91015625
EXOSC10	0.9088295159898737	21	0.2877340316772461
EXOSC2	1.3525406602904302	12	0.04248046875
EXOSC7	1.9312877192408087	16	0.001007080078125
EXOSC8	1.2847831972347643	15	0.01806640625
EXOSC9	0.8066364342424983	20	0.001209259033203125
EZR	0.31781707884994703	28	0.007629185914993286
F10	2.068897473375269	6	0.09375
F11R	0.15784993373257428	28	0.2015676274895668
F13A1	-1.0385374802883116	28	0.00010570138692855835
F2	0.3680883829675752	28	0.12562106549739838
FAAH	1.4528141500818004	5	
FABP1	-0.7196382323751073	28	0.27407141774892807
FABP3	1.9290031896324804	10	0.02734375
FABP4	-1.776164692307218	11	0.0673828125
FABP5	-0.10861801435415283	28	0.20980393886566162
FABP6	0.7943103253132838	11	0.1748046875
FADD	0.7131426854375381	5	
FAF2	0.05740166615131255	27	0.7139776796102524
FAH	0.5287272671396186	5	
FAHD1	0.172284611788308	25	0.5424043536186218
FAHD2A	-0.18631823351608764	12	0.38037109375
FAIM	0.3429032216204292	7	0.296875
FAM105A	-0.54693818547062	16	0.009185791015625
FAM107B	0.5272548563393417	5	
FAM114A1	-0.2262246717565951	28	0.20980393886566162
FAM114A2	0.054186686376040766	9	0.91015625
FAM120A	-0.03014000687122941	28	0.7792982533574104
FAM129A	-1.406492073272302	28	4.76837158203125e-06
FAM129B	0.16469798046927325	28	0.6618045940995216
FAM136A	0.32194696462257966	5	
FAM160A2	-0.2448996280485684	14	0.5830078125
FAM160B1	0.39876883673067276	25	0.10139739513397217
FAM175B	0.3040064873075855	5	
FAM177A1	0.1430592107798058	7	0.6875
FAM192A	0.9895076261823577	7	0.296875
FAM213A	0.026640517846868297	28	0.6947018131613731
FAM3C	0.2651124253157828	28	0.13146880269050598
FAM3D	-0.569808332573791	23	0.005414485931396484
FAM45A	0.1799506530769655	10	0.76953125
FAM49B	0.633927050730442	28	0.008859716355800629
FAM83E	0.38545853831421206	5	
FAM83H	-0.008979458703090788	21	0.9728584289550781
FAM91A1	-0.2180524317947162	20	0.082550048828125
FAM96A	-0.1632597014379104	28	0.12562106549739838
FAM96B	0.12458029560480698	15	0.846923828125
FAM98A	0.04806771405760939	8	0.7421875
FAM98B	0.32986630591347643	28	0.07353667169809341
FAM98C	-1.2411687708774242	9	0.30078125
FARP1	0.7271445919362927	28	0.05049888789653778
FARS2	0.21268959469068566	15	0.890380859375
FARSA	0.43667549216211526	28	0.05953092873096466
FARSB	0.4614843462219682	28	0.003438994288444519
FASN	1.0716323385498052	28	0.0017047896981239319
FAU	0.5096065805943979	13	0.000244140625
FBL	0.7037293758593076	28	0.0006467849016189575
FBLIM1	1.5693309805002362	21	0.00013065338134765625
FBLN1	1.9028016701184756	28	3.993511199951172e-06
FBLN2	1.5315946734211814	26	0.0007454454898834229
FBLN5	0.9733566384507836	28	0.0003059804439544678
FBN1	-0.015513350937831814	28	0.7792982533574104
FBN2	0.35187637691994106	16	0.705718994140625
FBP1	-0.4939895696169576	21	0.2877340316772461
FBXL8	0.9159786932332222	11	0.6376953125
FBXO21	0.09122251922270888	5	
FBXO22	0.31598282042161596	18	0.6705245971679688
FBXO3	0.7830286231873895	6	0.5625
FBXO38	1.7050159113673051	12	0.02099609375
FBXO7	0.06468686485660133	24	0.19737839698791504
FCGBP	-2.23644158595347	26	8.940696716308594e-08
FCGRT	-0.7932007984398537	28	3.203749656677246e-07
FCHO2	-0.4178525148858977	17	0.1323699951171875
FDFT1	0.41616175372174924	22	0.1761918067932129
FDPS	0.4475290274813979	28	0.006548762321472168
FDXR	0.42001179265331706	27	0.1348898708820343
FECH	-1.4699316931122273	9	0.0078125
FEN1	1.1030485696813415	28	4.830211400985718e-05
FERMT1	1.4428155634889706	12	0.0341796875
FERMT2	0.3215690035548806	28	0.27407141774892807
FERMT3	-0.00429730762360906	28	0.1935620754957199
FES	0.1378781524368515	16	0.93988037109375
FGA	1.0956331793683054	28	0.004060737788677216
FGB	1.150287850913069	28	0.0015547871589660645
FGD4	-0.9786271349122035	6	0.4375
FGD5	0.20848765176016815	26	0.49919503927230835
FGFR1OP	-0.058681838801242905	12	0.9697265625
FGG	0.34484986597598044	28	0.5823858305811882
FH	-0.7722448050117192	28	0.0005833879113197327
FHIT	0.416348444431191	23	0.09798812866210938
FHL1	-0.8160807026590058	27	0.00016239285469055176
FHOD1	0.6178624445120164	10	0.625
FIBP	1.8947365840457828	16	0.002685546875
FILIP1L	0.8484464142828079	9	0.12890625
FIP1L1	0.28754672136017545	28	0.05049888789653778
FIS1	0.8303577381758116	20	0.082550048828125
FKBP11	-0.14727290523558903	28	0.6295278295874596
FKBP15	0.5338026443098108	23	0.9168474674224854
FKBP1A	0.27703824660491366	28	0.14377250522375107
FKBP2	-0.26636189115888104	28	0.07353667169809341
FKBP3	0.4096808689007454	28	0.01362369954586029
FKBP4	0.6330348655089986	28	0.033681392669677734
FKBP5	0.18937991717365749	28	0.1935620754957199
FKBP7	1.5133105049919586	15	0.00115966796875
FKBP8	0.15195855500009492	10	1.0
FKBP9	1.3698692274888669	24	0.0012379884719848633
FLAD1	0.5299072091552784	26	0.009382545948028564
FLII	0.8087470082305819	28	0.011838570237159729
FLNA	0.03993999347282703	28	0.27407141774892807
FLNB	0.018898879361242047	28	0.5670346617698669
FLNC	-0.36023552945037657	28	0.22697687149047852
FLOT1	-0.46478369346310355	21	0.04599285125732422
FLOT2	-0.2447194877754098	28	0.09456419944763184
FMNL1	0.938608298657314	9	0.203125
FMNL2	0.31211380506040665	13	0.243896484375
FMOD	0.7705465379172427	28	0.01102352887392044
FMR1	1.1207796782257435	22	0.0006937980651855469
FN1	2.221360840959659	28	5.21540641784668e-07
FN3K	-1.200192797054171	6	0.03125
FN3KRP	-0.2215625146831553	27	0.9528931677341461
FNBP1	0.9695484128795403	11	0.0185546875
FNBP1L	-0.02803360774174285	14	0.9515380859375
FNBP4	0.65500783534206	12	0.0068359375
FNDC3B	1.2565303716178466	27	0.009608790278434753
FNTA	0.13011330641529878	26	0.380193829536438
FOXF1	-0.4068751293254836	19	0.0180816650390625
FOXF2	-0.4532093898080429	12	0.12939453125
FOXK1	1.4621097241787382	21	0.00029277801513671875
FREM1	0.9702691334885509	6	0.0625
FRG1	0.239248625540898	8	0.078125
FRK	-0.10382510015611143	14	0.5015869140625
FRYL	-0.3602375406135682	26	0.14271590113639832
FSCN1	1.000547509103293	28	0.0007162094116210938
FTH1	0.2430152515409987	20	0.9272785186767578
FTL	1.2855241739285894	28	1.1049211025238037e-05
FTO	0.5697971628259767	28	0.18578492105007172
FTSJ3	1.8736736062039945	9	0.01171875
FUBP1	0.7095586892883969	28	0.0008751451969146729
FUBP3	0.693562821100792	28	0.0001721307635307312
FUCA1	-1.301808508000158	28	5.677342414855957e-06
FUCA2	-0.16999226779229024	5	
FUK	0.2902850905064354	28	0.5075842142105103
FURIN	0.2517387801726176	7	0.375
FUS	0.9646042902115188	27	0.003247186541557312
FUT11	0.3103057575031534	5	
FXR1	0.6815363943621404	28	0.01362369954586029
FYCO1	0.20314866508652746	10	0.064453125
FYTTD1	-0.3517712793929647	16	0.252227783203125
G3BP1	1.555134458645567	27	0.0002668797969818115
G3BP2	0.5110405342668931	8	0.640625
G6PD	0.07985840414711251	28	0.6455853804945946
GAA	-0.125318828666446	28	0.9018996506929398
GABARAPL2	-0.8089897041485495	5	
GABPA	0.8826632618018984	24	0.0039006471633911133
GAK	-0.2099514161539783	28	0.21827305853366852
GAL3ST2	-0.5465671219841458	7	0.9375
GALC	0.132295955821214	11	0.9658203125
GALE	0.2411214603930907	28	0.6618045940995216
GALK1	0.19172981256226643	28	0.17823376506567
GALK2	0.6162343464999503	25	0.20993918180465698
GALM	0.3719898193755546	28	0.1637990102171898
GALNS	0.40948575359630707	25	0.2634761333465576
GALNT12	-1.9559691606727305	5	
GALNT2	1.0393433929087146	27	0.0042315274477005005
GALNT3	0.2386501794156981	22	0.4825911521911621
GALNT7	0.15789743517899746	26	0.8221841156482697
GALT	-0.44592083131015	5	
GAN	0.9169573000914043	24	0.00023925304412841797
GANAB	0.29384049528169465	28	0.028050199151039124
GAPDH	0.5064228334596066	28	0.0015547871589660645
GAPVD1	-0.5581056608463558	24	0.8553357124328613
GAR1	0.8451262717435721	28	0.008224666118621826
GARS	1.1393008820188562	28	2.7544796466827393e-05
GART	0.9284655922207012	28	0.0020434409379959106
GATAD2A	0.8778376402938931	5	
GATC	1.0883905477553617	8	0.078125
GBA	-0.20278339464070058	28	0.6618045940995216
GBAS	0.12755277226692419	27	0.7317177355289459
GBE1	0.9192522726192788	27	0.013010844588279724
GBF1	0.26098870383835565	28	0.09456419944763184
GBP1	0.17452468184917308	28	0.2015676274895668
GBP2	0.05696469628196075	21	0.6091489791870117
GBP3	0.10760897408659652	5	
GBP5	0.08360569935602023	22	0.3705310821533203
GC	0.912992256820351	28	0.0007162094116210938
GCA	0.8159903706080038	28	1.1049211025238037e-05
GCDH	0.40804589383980616	26	0.2269585132598877
GCG	-1.8491613446279076	16	0.000152587890625
GCLC	-0.15461176109536867	28	0.7621389999985695
GCLM	0.29557420121174927	20	0.0758514404296875
GCN1L1	0.4801644630729684	28	0.007629185914993286
GDI1	1.0347617295299711	28	1.5422701835632324e-06
GDI2	0.36785940456243127	28	0.0008751451969146729
GDPD3	-1.303109878158344	21	0.0005102157592773438
GFM1	0.7116095724786051	28	0.01025690883398056
GFM2	-1.0062798601999354	26	0.035724371671676636
GFPT1	0.27921992755613423	28	0.7281656339764595
GGA2	0.10716193500186758	10	0.431640625
GGACT	0.4258271102149292	17	0.120208740234375
GGCT	0.3751848251313716	20	0.36827659606933594
GGH	1.1855375312110452	28	0.01362369954586029
GGPS1	0.9165573019028738	12	0.12939453125
GGT5	-0.5877255828318434	28	0.033681392669677734
GGT7	1.998033085587526	12	0.09228515625
GHDC	0.8740590041901434	28	0.007629185914993286
GIGYF2	1.7544047325701833	26	0.0007454454898834229
GIMAP1	-1.1063352764107495	17	0.050537109375
GIMAP4	-0.9361308487049207	27	0.0012526363134384155
GIPC1	-0.519036723105278	28	0.3272097110748291
GIPC2	-0.08420207308405349	21	0.7334699630737305
GIT1	0.5567914032437205	27	0.01506437361240387
GIT2	0.056550645783625744	8	0.640625
GLA	1.6827623047997384	8	0.640625
GLB1	-1.6681199941267013	28	0.009536407887935638
GLG1	0.6100430737057185	28	0.0006467849016189575
GLIPR2	-1.0464277112692622	10	0.048828125
GLMN	1.2871377428113644	5	
GLO1	1.2278688120481343	28	8.195638656616211e-07
GLOD4	-0.06691647333064764	28	0.33856552094221115
GLRX	0.1655698508177397	27	0.2021402269601822
GLRX3	1.0201885501045802	28	0.0026621222496032715
GLRX5	0.41147791200939576	28	0.01362369954586029
GLS	0.4802492364041177	28	0.014598868787288666
GLUD1	0.0948742547364019	28	0.5670346617698669
GLUL	0.8167361583519132	23	0.0354313850402832
GLYR1	0.6397895562999731	24	0.02112710475921631
GM2A	-0.41468909234435386	17	0.079681396484375
GMDS	-0.11978126104869251	28	0.8489041775465012
GMFB	-0.07057501887372411	28	0.5075842142105103
GMFG	-0.019868448774078732	14	0.855224609375
GMIP	1.0283753203662431	20	0.002712249755859375
GMPPA	-0.2658522663986584	28	0.17090606689453125
GMPPB	-0.21523495844515034	28	0.1199713721871376
GMPR2	0.09722180771266806	19	0.3954620361328125
GMPS	1.775112812800868	28	3.17990779876709e-05
GNA11	-0.5380974044209559	27	0.0012526363134384155
GNA13	-0.22434954741497143	28	0.007629185914993286
GNAI2	-0.11800911796255253	28	0.017886914312839508
GNAI3	-0.6749076402559679	10	0.10546875
GNAO1	-1.0478237122296243	24	0.0009626150131225586
GNAQ	-0.1591527472184108	25	0.19081425666809082
GNAS	0.2145529778932738	28	0.27407141774892807
GNB1	-0.4075495032474563	27	0.001529410481452942
GNB2	-0.5041824241725672	26	0.0009347796440124512
GNB2L1	0.3583306277247782	28	0.08145394921302795
GNB4	-0.23979770751376223	18	0.16735076904296875
GNE	-0.9966151191642455	22	0.010324478149414062
GNG12	0.31870627985405525	10	0.921875
GNL1	0.7989987610903829	27	0.0022483021020889282
GNL3	2.2417396274705657	27	0.00020888447761535645
GNPAT	1.309151872598456	13	0.068115234375
GNPDA1	0.3380197781193388	26	0.035724371671676636
GNPNAT1	-0.19363153612844544	27	0.21085703372955322
GNPTG	-0.0005020667783028274	12	0.67724609375
GNS	1.5730928410589953	13	0.039794921875
GOLGA2	-0.0029665671635659913	27	0.8593128323554993
GOLGA3	-0.3566761579445731	25	0.9578450322151184
GOLGA4	0.16597768129256035	14	0.9515380859375
GOLGB1	0.3220501669943416	28	0.813923291862011
GOLIM4	-0.01047937592158452	24	0.6839864253997803
GOLM1	-0.6766209448347558	26	0.014006495475769043
GOLPH3	-0.39949193334321603	23	0.13413381576538086
GOLPH3L	-0.716696518728949	17	0.017425537109375
GOLT1B	0.8128597418931875	24	0.05642664432525635
GOPC	-0.20200258580987152	14	0.5830078125
GORASP2	0.9767947025720776	20	0.01531219482421875
GOSR2	0.4667455294389901	5	
GOT1	-0.7047171939687265	28	4.2110681533813477e-05
GOT2	0.18943464982332525	28	0.25451332330703735
GPA33	-1.2694010147244492	27	0.00010977685451507568
GPAA1	4.136810642103275	7	0.046875
GPD1L	-0.37946536078452164	25	0.036682069301605225
GPD2	-2.2939081046475103	28	1.259148120880127e-06
GPHN	0.45210163352230115	20	0.013616561889648438
GPI	0.44322654303270875	28	0.0004729032516479492
GPRC5A	2.9262134011626197	6	0.03125
GPS1	0.4001662045783916	28	0.3052256628870964
GPT	-1.9302887033340754	6	0.03125
GPX1	0.0671939017358832	28	0.551873967051506
GPX2	0.23073794003508757	26	0.49919503927230835
GPX3	-0.3172464468251807	28	0.5369088649749756
GPX4	-0.020396332272296452	28	0.5075842142105103
GRAMD1A	0.02417981249512686	9	0.5703125
GRB2	-0.07231919820812466	28	1.0
GRB7	2.379444610466926	11	0.0029296875
GRHPR	0.004677502271222669	28	0.9374814853072166
GRIPAP1	-0.07160894910784175	17	0.8899688720703125
GRK5	0.6819978356204225	7	0.46875
GRPEL1	1.0028018945316723	25	0.001625359058380127
GRSF1	0.4575815811422408	28	0.006060026586055756
GRWD1	1.1234550819802984	13	0.026611328125
GSDMB	0.4408457652743786	19	0.6507492065429688
