gene	spearman_r	n_samples
DNAJB5	0.6100537211524879	96
DNAJB6	0.31549425694379224	96
DNAJC1	0.6365803699792812	96
DNAJC10	0.4371674394441061	96
DNAJC11	0.31945113318999585	96
DNAJC13	0.13641296607803333	96
DNAJC15	0.29792336343691006	49
DNAJC16	0.41050831833176227	48
DNAJC17	0.5218517910741818	96
DNAJC19	0.12610852807891476	96
DNAJC2	0.49478421291805996	96
DNAJC21	0.4111456191924978	70
DNAJC25	0.4063481516968289	70
DNAJC3	0.6278456973329872	96
DNAJC30	0.4018828784621223	61
DNAJC5	0.33368489234686266	96
DNAJC7	0.5667641095335533	96
DNAJC8	0.2920792750752869	96
DNAJC9	0.4981754919050171	96
DNASE2	0.3966046400206615	96
DNM1	0.0221599696632629	96
DNM1L	0.3041306338456364	96
DNM2	0.3222473175165154	96
DNMBP	0.1438908796670905	92
DNMT1	0.2733487974669149	96
DNPEP	0.38408139043954675	96
DNPH1	0.06772113908411066	96
DNTTIP1	0.16297698015811862	96
DNTTIP2	0.13480406323151173	94
DOCK1	0.41973893491927505	96
DOCK10	0.3564088339409309	88
DOCK11	0.4581312696375649	96
DOCK2	0.4916336012932422	96
DOCK5	0.42954628651362325	92
DOCK6	0.3485114132353183	96
DOCK7	0.23345406205178926	96
DOCK8	0.3821497602953975	88
DOCK9	0.5417980805599055	96
DOHH	0.16176579578196132	90
DOK1	0.25191784668542533	96
DOK2	0.5157200370956851	83
DOK3	0.45857356002275196	53
DOLPP1	0.4616470479884146	73
DOPEY2	0.3414939363520442	96
DPAGT1	0.3467107985185252	96
DPCD	0.5473955847126304	63
DPEP1	0.7393573549176499	96
DPF2	-0.128201476008394	96
DPH1	0.1528554422149873	55
DPH2	0.3479358428837643	87
DPH5	0.215886811500342	35
DPH6	0.5674705059905315	26
DPM1	-0.041773632901299936	96
DPM3	0.1470125413034687	96
DPP3	0.2891210792459474	96
DPP4	0.6863912875264444	90
DPP7	0.17597167632707328	96
DPP9	0.20066876022084362	96
DPT	0.2555076240006456	96
DPY19L1	0.27702519891229044	55
DPY30	0.1350140568998482	96
DPYD	0.5292162648068283	96
DPYSL2	0.4471454006577528	96
DPYSL3	0.6807789089733833	96
DR1	0.2680991332196365	96
DRAP1	0.19693157077260123	96
DRG1	0.22081899109919265	96
DRG2	0.31376352795715107	96
DSC2	0.6586903515341269	96
DSCC1	0.5259532185399589	63
DSCR3	0.034757176215684984	86
DSG2	0.5993210728575515	96
DSN1	0.18871736230226796	54
DSP	0.514363616042789	96
DST	0.4173700720860343	96
DSTN	0.48303624793018235	96
DTD1	0.35485868413043253	83
DTNA	0.5829896627640422	96
DTNBP1	0.2553406289745864	92
DTWD2	0.49244884089707774	43
DTX3L	0.5677088102368227	96
DTYMK	0.4462614286979667	96
DUOX2	0.6283914943250313	78
DUS1L	0.17368679721634467	47
DUS2	0.25490552388623616	80
DUS3L	0.35010853254110735	88
DUSP11	0.2741233104493479	34
DUSP12	0.5241707072701923	63
DUSP22	0.42585340302093605	46
DUSP23	0.21036174895754003	96
DUSP3	0.4588082488657236	96
DUT	0.5619601526361201	96
DVL2	0.4201178440566614	52
DVL3	0.09520893935552444	49
DYM	0.15966937374119816	89
DYNC1H1	0.2620898275945741	96
DYNC1I2	0.21332962557392313	96
DYNC1LI1	0.3686918186201921	96
DYNC1LI2	0.22509198813185816	96
DYNLL1	0.27413277988756346	96
DYNLL2	0.5195968379447469	96
DYNLRB1	0.13672773146860737	96
DYNLT1	0.08894337562323718	96
DYNLT3	0.5412977076328293	73
DYRK1A	0.18726779931563392	61
DYSF	0.309832263047128	96
E2F4	0.43434768324488643	77
EAF1	0.2526315789473684	20
EAPP	0.36344873037329145	40
EARS2	0.25077152644114653	96
EBAG9	0.4844504598726506	58
EBNA1BP2	0.0765995977941845	96
EBP	0.4857826384142174	56
ECD	0.10230769230769231	25
ECE1	0.2155828741301865	96
ECH1	0.6520345771325183	96
ECHDC1	0.4472215251671332	96
ECHDC2	0.12789050339342922	50
ECHS1	0.2720591975652944	96
ECI1	0.12990589233398034	96
ECI2	0.675520135654584	96
ECM1	0.30783422017172757	96
ECSIT	0.16651518651759686	96
ECT2	0.5712554278067075	68
EDC3	0.5815749314460663	96
EDC4	0.378648217937105	96
EDEM3	0.23468501784738072	72
EDF1	0.22980351196616444	96
EEA1	0.6502789317843958	96
EED	0.17731583164608614	89
EEF1A1	0.14236201781152197	96
EEF1B2	0.10408513467726507	96
EEF1D	0.46437667233146934	96
EEF1E1	0.1838992362853525	96
EEF1G	0.064508033832424	96
EEF2	0.15386806659129412	96
EEF2K	0.10329110224496235	69
EEFSEC	0.25777153763408533	96
EEPD1	0.618227077197697	96
EFCAB14	-0.2205882352941176	26
EFEMP1	0.49564394646188215	96
EFEMP2	0.5753440452532268	96
EFHD2	0.33212604620247155	96
EFL1	0.6198308430183876	96
EFNB1	0.4000017611680065	88
EFNB2	0.4230698797566094	96
EFR3A	0.2946187550292089	96
EFTUD2	0.24447051961738958	96
EGFL7	0.40530221457771454	50
EGFR	-0.022470843183435892	96
EGLN1	0.5748875848213785	92
EHBP1	0.4756754000374357	49
EHBP1L1	0.1760412922493882	96
EHD1	0.5403656564583598	96
EHD2	0.15285583000276737	96
EHD3	0.38093799263565314	93
EHD4	0.7451132001419367	96
EHHADH	0.7893030464421096	96
EHMT1	0.16236483655462747	82
EHMT2	0.2666142620734807	56
EI24	0.22991459677239381	85
EIF1	0.23599910470234747	96
EIF1AD	-0.02788472536619837	54
EIF1AX	0.4489471622837433	93
EIF1B	0.34862280351287545	68
EIF2A	0.23333355946690237	96
EIF2AK2	0.5361836193053323	96
EIF2B1	0.5281174755098247	96
EIF2B2	0.12858930576024621	96
EIF2B3	0.2459388332836382	96
EIF2B4	0.0320760220300764	96
EIF2B5	0.2721362512731269	96
EIF2D	0.6419620783362507	96
EIF2S1	0.47299006697815865	96
EIF2S2	0.23005836417411826	96
EIF2S3	0.04310271740643649	96
EIF3A	0.42735251428701737	96
EIF3B	0.12822251914645943	96
EIF3C	0.005588751958565596	96
EIF3D	0.09962798048515274	96
EIF3E	0.000515472657979996	96
EIF3F	-0.007854255405916033	96
EIF3G	0.0692576389659138	96
EIF3H	0.13437376008541757	96
EIF3I	0.29343100355381074	96
EIF3J	0.53543074775986	96
EIF3K	0.09937058288907881	96
EIF3L	0.2634888121766827	96
EIF3M	0.0019771759977162532	96
EIF4A1	0.500715550159727	96
EIF4A2	0.42294675022490263	96
EIF4A3	0.3633878762375432	96
EIF4B	0.31180881262359883	96
EIF4E	-0.008688338906259538	96
EIF4E2	-0.02687606826074463	96
EIF4E3	0.39855675844652433	46
EIF4EBP1	0.6450200431699044	46
EIF4EBP2	0.22268640930724481	61
EIF4ENIF1	-0.12448246202982188	72
EIF4G1	-0.005575187026499094	96
EIF4G2	0.3035852358349241	96
EIF4G3	0.05304472533855657	94
EIF4H	0.6017539457134183	96
EIF5	0.4623703683713588	96
EIF5A	0.6670238741182855	96
EIF5B	0.44264557767053736	96
EIF6	0.5912255535355264	96
ELAC2	0.32705038118986635	96
ELAVL1	0.31833611980771565	96
ELF1	0.16211502857958093	91
ELF3	0.3869638382720741	64
ELMO1	0.2741840308309945	96
ELMO2	0.14967070681380912	96
ELMO3	0.30433234422940003	96
ELMOD2	0.30000678267758457	96
ELMSAN1	-0.05037712518286947	80
ELN	0.35644470973681824	96
ELOA	0.1270025846120898	85
ELOB	0.13263700488334237	96
ELOC	0.37662443366123105	96
ELOF1	0.1619476239931968	84
ELOVL1	0.3031203263795396	96
ELP2	0.24545655745379946	89
ELP3	0.48527983055625457	91
ELP4	0.17308107203880363	88
ELP6	0.23761333555094127	64
EMB	0.4162402669632926	30
EMC1	0.24362948242300103	96
EMC10	-0.03504552892816808	91
EMC2	0.0312199026031281	96
EMC3	0.08959039941228146	86
EMC4	0.0011971336619005237	96
EMC6	0.06684601464495335	88
EMC7	0.1998195851815679	96
EMC8	0.11242166094733512	96
EMD	0.6616181313222456	96
EMG1	0.22925907839227339	96
EMILIN1	0.3838413982801333	96
EMILIN2	0.4913570618446621	96
EML1	0.43269569972074484	96
EML2	0.44037344384521926	96
EML3	0.12614286877307979	96
EML4	0.651540483289336	96
ENAH	0.47245621888522643	96
ENDOD1	0.6780806587420954	96
ENDOG	0.25930083510465524	96
ENG	0.3403217417065468	92
ENGASE	0.6727901653281588	96
ENO1	0.6185014617692818	96
ENO2	0.3552470936229416	96
ENO3	-0.01403104148075561	96
ENOPH1	0.380790569604114	96
ENOSF1	0.45984343818263673	87
ENPEP	0.28779181252154756	49
ENPP1	0.4884818227954546	46
ENPP4	0.37047098310511994	92
ENSA	0.2509597254439154	96
ENTPD1	0.5359726258775992	96
ENTPD2	0.5464331729108804	68
ENTPD5	0.8116619303483735	96
ENTPD6	0.6192118226600983	29
ENY2	0.24052320939891803	90
EOGT	0.3279455754668536	96
EP300	0.025606146583827778	76
EPB41	0.3952603484878287	96
EPB41L1	0.7326833405038036	96
EPB41L2	0.6901159123592832	96
EPB41L3	0.7149964564787817	96
EPB41L4B	0.5699412634594394	96
EPB41L5	0.5210514357777346	96
EPCAM	0.4634506146912169	96
EPHA2	0.3780025284450063	86
EPHB2	0.575048495013501	96
EPHB3	0.6738609023679476	93
EPHB4	0.4978897577601172	91
EPHX1	0.5349742602047943	96
EPHX2	0.6536259801013095	96
EPM2A	0.28674360491326256	73
EPM2AIP1	0.4729166942518374	61
EPN1	-0.0021568607502336847	96
EPN2	0.41092430938064034	55
EPN3	0.27614513588381095	38
EPPK1	0.04166836229465946	96
EPRS	0.49695806402434434	96
EPS15	0.24394553440972275	96
EPS15L1	0.02632364313680573	96
EPS8	0.5547940327693944	96
EPS8L1	0.6074891977492137	82
EPS8L2	0.34335672161810593	96
EPS8L3	0.5351415326317147	96
EPSTI1	0.7648954925618489	62
ERAL1	0.35124483427209224	94
ERAP1	0.8297521670889161	96
ERAP2	0.7700848498002537	96
ERBB2	0.43416755773753996	94
ERBB3	0.3946500164652491	77
ERBIN	0.6067343333017794	96
ERC1	0.16507725494145525	96
ERCC2	0.41223305870970584	82
ERCC3	0.23677146659012807	73
ERCC5	0.5232087983179686	89
ERGIC1	0.6434772582521615	96
ERGIC2	0.28826060859026514	96
ERGIC3	0.023481136075823104	96
ERH	-0.008173093232223965	96
ERI1	0.6364994669620448	52
ERI3	0.2308201013554034	96
ERLEC1	0.34898737099481825	96
ERLIN1	0.5461978546727784	96
ERLIN2	0.638640757075949	96
ERMP1	0.7630507108695731	96
ERN2	0.7135437787428147	85
ERO1A	0.7347266826887563	96
ERP29	0.5569731006087667	96
ERP44	0.44644946434460164	96
ESAM	0.39268121084735547	40
ESD	0.14522714632925368	96
ESF1	0.44406044085166896	91
ESPN	0.6008152043611058	72
ESRP1	0.7612165030961956	96
ESRP2	0.2883627461494737	86
ESRRA	0.4025715602974747	49
ESYT1	0.3870602358973663	96
ESYT2	0.7506553669256109	96
ETF1	0.3057885152131855	96
ETFA	0.13105302961011087	96
ETFB	0.39449391947307233	96
ETFDH	0.5328716672328325	96
ETHE1	0.24893006599911952	96
ETNK1	0.24276407029114372	67
ETV6	0.19860512672178823	79
EVA1B	0.1874126931527853	43
EVI2B	0.4080770434849139	75
EVL	0.6061776587242672	96
EVPL	-0.05135369029450869	93
EWSR1	0.4127836785726872	96
EXD2	0.3664246399462544	96
EXOC1	0.11802209056725388	96
EXOC2	0.14784041889702226	96
EXOC3	0.271260305969534	96
EXOC4	0.2169032616928735	96
EXOC5	0.2866163628672692	96
EXOC6	0.2553927076538195	90
EXOC6B	0.11251627870154611	96
EXOC7	0.03485568363349341	96
EXOC8	0.06442762286054095	96
EXOG	0.3394498153245939	89
EXOSC1	-0.06835262558496207	82
EXOSC10	0.2099622887412042	96
EXOSC2	0.21890228082419189	86
EXOSC3	0.007441739488979991	94
EXOSC4	0.04956777417124643	96
EXOSC5	0.24794655272385027	96
EXOSC6	0.009845550706724984	96
EXOSC7	-0.03232600018331682	96
EXOSC8	0.3451360746098694	96
EXOSC9	0.31327364612879305	96
EXTL2	0.24912787640118744	44
EZH2	0.5322461244769233	23
EZR	0.7065725709729234	96
F10	0.01135241046319324	90
F11R	0.5745989005882749	96
F12	-0.08074504696856104	96
F13A1	0.6293938705436183	96
F3	0.6694108752747221	63
FA2H	0.5216551912468854	36
FAAH	0.4588159409133905	91
FABP1	0.5993583658843273	96
FABP2	0.7440928193432942	96
FABP3	0.6439312756532702	96
FABP4	0.7532519516949939	96
FABP5	0.6405746085719436	96
FABP6	0.6456679638285421	87
FADD	0.016898685883946264	96
FAF1	0.6121138130919662	96
FAF2	0.48093710367776654	96
FAH	0.35034082829050034	96
FAHD1	0.19780584993755118	96
FAHD2A	0.44699135673469254	71
FAM103A1	0.06750228404853688	77
FAM105A	0.7213826922685622	96
FAM107B	0.30069486599670325	96
FAM114A1	0.6389699972861239	96
FAM114A2	0.5047462724880607	96
FAM118B	0.39664729449556163	93
FAM120A	0.3332214230262752	96
FAM120B	0.22053038390814161	73
FAM126A	0.3693741332532765	67
FAM127A	0.7722581855708792	40
FAM129A	0.5362067680227801	96
FAM129B	0.4925121067951969	96
FAM136A	0.4168189941998202	96
FAM160A2	0.2803379767187063	69
FAM160B1	0.030989927767629044	96
FAM160B2	0.1645181426502144	48
FAM162A	0.304168531864455	96
FAM168A	0.3674407353652636	53
FAM169A	0.4343829375478772	53
FAM172A	0.016635878921106084	83
FAM174A	-0.053092348911833315	22
FAM175A	0.050428649881615155	31
FAM175B	0.28874569746408146	96
FAM177A1	0.20402540264142133	91
FAM192A	0.4108457733826646	93
FAM207A	0.3407707912066013	60
FAM208A	0.388874966400202	87
FAM20B	0.3235591039912808	92
FAM210A	0.03862592498727813	87
FAM210B	0.7873726190465499	94
FAM213A	0.6474089196549672	96
FAM213B	0.35092395711155444	96
FAM234A	0.25808311347134866	96
FAM26E	0.5035183395087146	51
FAM32A	0.15273970749511823	48
FAM3A	0.07003671558582267	22
FAM3B	0.8396952861742661	42
FAM3C	0.5507147097018916	96
FAM3D	0.8118694363184938	96
FAM45A	0.39441967567474306	95
FAM49A	0.3216986996939446	69
FAM49B	0.46175133023634907	96
FAM50A	0.49068921199122445	96
FAM76B	0.02075098814229249	23
FAM83B	0.7041752306646882	93
FAM83E	0.5776573513455371	29
FAM83F	0.5520018721518463	82
FAM83H	0.10927909169467095	96
FAM84A	0.683100062680618	81
FAM84B	0.6095307858218371	96
FAM8A1	-0.13010557173624676	48
FAM91A1	0.40121949566163834	96
FAM96A	0.2929706045998558	96
FAM96B	0.06973466267660747	91
FAM98A	0.348433568243939	96
FAM98B	0.2934716993997033	96
FAM98C	0.2279188667979728	91
FANCI	0.6901016015818594	82
FAP	0.76211178862163	96
FAR1	0.12315270935960589	29
FAR2	0.36015679060349914	45
FARP1	0.5852541907337377	96
FARP2	0.3882245616415866	96
FARS2	0.12233295806002643	73
FARSA	0.3357649133825398	96
FARSB	0.34664505321641875	96
FAS	0.7264662194867209	96
FASN	0.16498914812805207	96
FASTKD1	0.20641705904946153	75
FASTKD2	0.07201102104100017	91
FASTKD5	0.6227497334895841	82
FAT1	0.10314708050032947	94
FAU	0.12009793948391276	96
FBL	0.12684524839074698	96
FBLIM1	0.1486137724256866	96
FBLN1	0.4023556063522092	96
FBLN2	0.6342508910531356	96
FBLN5	0.2858693183727821	96
FBN1	0.31981225817514863	96
FBP1	0.5530614668026953	96
FBXL12	0.13894380672671272	22
FBXL18	0.19200648738743448	75
FBXL20	0.17958382719147967	74
FBXL8	-0.07385711714428415	38
FBXO2	0.7108631974939648	70
FBXO21	-0.01818772424602522	21
FBXO22	0.2024132505137536	96
FBXO28	0.06608695652173913	24
FBXO30	0.1575443174154653	94
FBXO38	-0.041970479056026355	37
FBXO4	0.5899643196716233	53
FBXO45	-0.07824967824967825	36
FBXO6	0.536616481460905	84
FBXO7	0.37165239510189635	96
FCER1G	0.5289529461666704	96
FCF1	0.18108968753865393	70
FCGBP	0.5695710573255802	96
FCGR1A	0.5840767869296916	58
FCGR2A	0.5726153472607128	84
FCGR2B	0.36209947967326744	74
FCGR3A	0.29556025369978856	44
FCGR3B	0.3006435006435007	36
FCGRT	0.6798429159573243	96
FCHO2	0.3630758796120921	96
FCHSD1	0.17821783376477382	32
FCN3	0.13654395957599008	83
FDFT1	0.7586171815291217	96
FDPS	0.6751108941328415	96
FDX1	0.46021453594911765	96
FDX1L	0.11972254436342337	91
FDXR	0.470565294279055	96
FECH	0.3789132049909379	96
FEN1	0.5670790434075551	96
FERMT1	0.786356437729826	96
FERMT2	0.7052339922950236	96
FERMT3	0.5544545054262647	96
FES	0.18059800624308747	77
FEZ2	0.18400266490805192	81
FGD2	0.09984197164412299	42
FGD3	0.2217647727092564	30
FGD4	0.4937311995361976	96
FGF2	0.4448308569238174	78
FGFR1OP	0.4564102564102564	26
FGGY	0.3577691371919536	54
FGL2	0.273957365418919	96
FGR	0.6073822858791201	77
FH	0.38027347473231743	96
FHIT	0.3207660743516328	38
FHL1	0.7240295213600987	96
FHL2	0.14425822557704632	96
FHL3	0.5347441976561198	96
FHOD1	0.07935331985758752	90
FIBP	0.0024825256663626866	96
FILIP1L	0.5930221516977381	96
FIP1L1	0.2940996928500297	96
FIS1	0.2562111274705053	96
FITM2	0.6504611330698286	45
FKBP10	0.7365179704042929	96
FKBP11	0.6247168301395746	96
FKBP15	0.3256858955093297	96
FKBP1A	0.5381096269336666	96
FKBP2	0.5185453978925764	96
FKBP3	0.40041915924902616	96
FKBP4	0.6635693090330655	96
FKBP5	0.4357910015523257	96
FKBP7	0.3929686118159928	92
FKBP8	0.2770578919361964	96
FKBP9	0.43454595399594004	96
FLAD1	0.5153081295307014	96
FLII	0.29669923459590086	96
FLNA	0.28665610843924577	96
FLNB	0.28913366389659406	96
FLNC	0.23771670424628666	96
FLOT1	0.3717630461617765	96
FLOT2	0.44688766428764665	96
FLYWCH2	0.31178424497039814	92
FMC1	0.4088543391177128	45
FMN1	0.28287804942837186	66
FMNL1	0.49824328175108673	96
FMNL2	0.30803439359338286	68
FMNL3	0.5321739130434783	24
FMO5	0.5839334746963463	85
FMOD	0.48856634169548413	96
FMR1	0.6754014413236358	96
FN1	0.5913305345201564	96
FN3K	0.5168165131580639	96
FN3KRP	0.19628516781968208	96
FNBP1	0.423046010010932	96
FNBP1L	0.6762819752003266	96
FNBP4	-0.03990320890231497	92
FNDC1	0.5227947137678427	96
FNDC3A	0.4675929380113929	96
FNDC3B	0.22647037878495532	96
FNTA	0.051242746830926104	96
FNTB	-0.06324110671936758	23
FOCAD	0.15099330561875282	96
FOLR2	0.5661703861542571	96
FOXK1	0.539521965363638	96
FOXP1	0.27790767597735316	68
FOXP4	0.14737436476566912	22
FOXRED1	0.22945577123943625	96
FPGS	0.11693969404518903	63
FPGT	0.31301357560817716	96
FRA10AC1	0.11951933075959431	21
FRG1	0.23175571836338232	93
FRK	-0.00899074483932698	62
FRMD8	-0.003028107398981496	76
FRYL	0.6171772733272268	96
FRZB	0.597851953560945	62
FSCN1	0.7499855872210005	96
FSTL1	0.5043997201300572	90
FTH1	0.45381787603030455	96
FTL	0.20644469916847036	96
FTO	0.08158088397800067	96
FTSJ1	0.05202735710796287	48
FTSJ3	0.5795444140658668	96
FUBP1	0.5629629127732488	96
FUBP3	0.4545987906811371	96
FUCA1	0.40662560767466266	96
FUCA2	0.26406763452279663	96
FUK	0.5710593971152799	96
FUNDC1	0.23539201186474887	72
FUNDC2	0.42604059985108966	96
FUS	0.36169411860665995	96
FUT3	0.4967286880409993	88
FUT6	0.6191198231608176	69
FUT8	0.6501103865390226	96
FXN	0.021979773613775844	96
FXR1	0.19880694805696136	96
FXR2	0.4382578808857358	92
FXYD1	0.42697747375595974	37
FXYD3	0.2233097491777536	78
FYB	0.6177133168253163	84
FYCO1	0.13170505070211438	96
FYN	0.2245735761780862	47
FYTTD1	0.23803014562487468	87
FZD7	0.004940711462450594	23
G3BP1	0.31760113680623003	96
G3BP2	0.4122085630096613	96
G6PD	0.42605360358464217	96
GAA	0.31823854580716415	96
GAB1	0.22336456872936913	78
GABARAP	0.2039839592765766	65
GABARAPL2	0.26666368251809086	93
GABPA	0.006253497245494162	96
GABPB1	0.10119352453510537	75
GADD45GIP1	-0.08616280962785348	96
GAK	0.2885944505177039	96
GAL	0.0941842743830748	41
GAL3ST2	0.35669269316732527	81
GAL3ST4	0.41436571538992356	36
GALC	0.6978854757322728	75
GALE	0.5772645573156358	96
GALK1	0.5133956429614864	96
GALK2	0.4163526918209614	96
GALM	0.355788274234244	96
GALNS	0.44659384209392333	96
GALNT1	0.5927508512188864	96
GALNT10	0.14425793281936317	87
GALNT12	0.7763477836265661	96
GALNT2	0.4762492582287024	96
GALNT3	0.6621292123247934	96
GALNT5	0.8161544774449093	96
GALNT6	0.7603196037033445	93
GALNT7	0.7672513191985785	96
GALT	0.08345467185991703	85
GAMT	0.5871005613971253	47
GAN	0.29868779931577755	82
GANAB	0.29857295948127355	96
GAPDH	0.6125735060988535	96
GAPVD1	0.3000400171196516	96
GAR1	0.0203954285014188	96
GARS	0.6651880941034387	96
GART	0.595250852920357	96
GAS7	0.396612553587266	80
GATAD2A	0.22638220522185437	96
GATAD2B	0.3383139917466262	96
GATB	0.14600078605274666	92
GATC	-0.11071244472432418	96
GATD1	-0.13634791337748078	96
GATM	0.5109098925067498	96
GBA	0.3923004924193925	96
GBA2	0.2927247695091267	65
GBE1	0.366140103376709	96
GBF1	0.009800763035240757	96
GBP1	0.8302620066603816	96
GBP2	0.5988462986296504	96
GBP3	-0.02737101435239237	28
GBP4	0.7200012172943326	79
GBP5	0.8239379971729013	89
GCA	0.041461495679539884	96
GCC1	-0.04325915396129218	87
GCC2	0.5281845373340839	96
GCDH	0.5078494086872933	96
GCFC2	0.6581422052491427	20
GCHFR	0.3474363822671829	73
GCLC	0.5602087671344371	96
GCLM	0.42847647086704865	96
GCN1	0.26453582027651373	96
GCNT3	0.748728852654535	91
GCOM1	-0.08494029897446737	47
GCSH	0.046554846412128946	96
GDA	0.705401592550036	96
GDAP1	0.4290721124437766	88
GDAP2	0.24713898984191948	58
GDE1	0.177588402390048	82
GDF15	0.15618591934381412	56
GDI1	0.4603828102108385	96
GDI2	0.3332711605350228	96
GDPD3	0.7477633301453581	96
GDPGP1	0.4401594611030126	79
GEMIN2	0.1480282181265038	47
GEMIN4	0.21470489655883682	92
GEMIN5	0.41592905363427146	96
GEMIN6	0.0022729011212665037	65
GEMIN7	-0.05133204462448296	21
GEMIN8	0.3478855601605635	92
GET4	0.2790741622379302	95
GFER	0.2098082874552697	86
GFM1	0.33809924306139616	96
GFM2	0.059422191927035566	96
GFOD2	0.15644980421922475	20
GFPT1	0.7583068252129462	96
GGA1	0.222435877871641	96
GGA2	0.4782603599620321	80
GGA3	0.03895672278014594	94
GGACT	0.09503098169604157	65
GGCT	0.33010597712602846	96
GGCX	0.04370012511506424	48
GGH	0.7047253440567955	96
GGPS1	0.41142797070697806	96
GGT1	0.4429652420578654	86
GGT5	0.5022790171829952	96
GGT6	0.04917632373510202	48
GGT7	0.2149946581790063	27
GHDC	0.4990402551309504	96
GHITM	0.2264198292964704	96
GID8	0.0016142323748638827	96
GIGYF2	0.004839355114387841	96
GIMAP1	0.4781946548972632	90
GIMAP1-GIMAP5	0.3365040806448103	77
GIMAP2	-0.06189092242959939	26
GIMAP4	0.5323781263277753	96
GIMAP7	0.4630618276237129	82
GIMAP8	0.4039545815090788	85
GINS3	0.5494859752514799	41
GIPC1	0.594225408474013	96
GIPC2	0.44486797760113156	96
GIT1	0.479670633402675	96
GIT2	0.24230688361808775	96
GK	0.6581070494793213	96
GLA	0.3643664011361196	96
GLB1	0.16805708162461458	96
GLCE	0.6840593471849425	96
GLE1	0.1425021683583769	80
GLG1	0.18775540657457723	96
GLIPR1	0.21688311688311687	21
GLIPR2	0.5943704005154815	96
GLMN	0.3206838614535623	59
GLO1	0.10711766462365416	96
GLOD4	0.3380822865592294	96
GLRX	0.4546928200432859	96
GLRX3	0.510975688336119	96
GLRX5	0.2753737215044867	96
GLS	0.5961041515611306	96
GLS2	0.13670627917593697	63
GLT8D1	0.026638661651083	81
GLTP	0.4062523315769045	96
GLUD1	0.16364055643350808	96
GLUL	0.44477678757195166	96
GLYR1	0.5624484951282873	96
GM2A	0.253001261553046	96
GMDS	0.6224451385180207	96
GMEB1	0.19689573492013154	79
GMEB2	0.18621640993865818	92
GMFB	0.2861168762462866	96
GMFG	0.3831612789804098	96
GMIP	0.16699336661935726	96
GMPPA	0.34720032015579105	96
GMPPB	0.5758966281129044	96
GMPR	0.45883261749203713	66
GMPR2	0.4071170104916738	96
GMPS	0.45981517592464494	96
GNA11	0.1112561850017497	96
GNA13	0.30636814368875503	96
GNAI1	0.36072995876778147	96
GNAI2	0.5409650934501201	96
GNAI3	0.21873749466376688	96
GNAL	0.018219808345375215	33
GNAQ	0.46028812307331923	96
GNAS	0.48938370916506985	96
GNB1	0.24221357072317962	96
GNB1L	0.4001865527475821	72
GNB2	0.20182114152463415	96
GNB4	0.6087251418824394	96
GNE	0.8432318780355925	96
GNG10	0.06311094962809555	80
GNG11	0.4280972169977762	37
GNG12	0.38164936008311406	96
GNG2	0.3809514120998708	96
GNG4	0.3088650479954828	22
GNG5	0.09110177394848216	96
GNL1	0.6786878240884964	96
GNL2	0.19496473199709782	88
GNL3	0.22891521326087194	96
GNL3L	0.23103048740862925	91
GNPAT	0.43412991381742955	92
GNPDA1	0.3061344221506563	96
GNPDA2	0.2428813433780953	89
GNPNAT1	0.7278125572445737	96
GNPTAB	-0.14171301446051168	30
GNPTG	0.06223737620296325	50
GNS	0.32772308454221827	96
GOLGA1	0.2134819026942407	89
GOLGA2	0.25210602710365315	96
GOLGA3	0.20406073125939087	96
GOLGA4	0.5781432810812136	96
GOLGA5	0.5137365153163251	96
GOLGA7	0.01880896317039909	74
GOLGB1	0.42959365696166407	96
GOLIM4	0.7144019859852336	96
GOLM1	0.802075420510038	96
GOLPH3	0.5060060366632366	96
GOLPH3L	0.6776070811021668	96
GOLT1B	0.20697316116821643	89
GON7	0.05567722108067372	91
GOPC	0.3733572992081863	96
GORAB	0.6373881138617854	53
GORASP1	0.12645241966599094	88
GORASP2	0.14605857536253508	96
GOSR1	0.4163741619701456	96
GOSR2	0.3124923694670157	96
GOT1	0.3837613098740198	96
GOT2	0.28347989467785417	96
GPA33	0.8248540056103677	96
GPAA1	0.2596003980169597	88
GPALPP1	0.3455640055484509	74
GPAT3	0.6329357913679333	25
GPAT4	0.5465239156923845	73
GPATCH1	0.030314383573512915	77
GPATCH11	0.2527895531481655	25
GPATCH4	0.4010344217102102	78
GPATCH8	0.0948688633702125	85
GPC1	0.4683652914496456	96
GPC4	0.3950826621472486	96
GPC6	0.5143571256849591	96
GPCPD1	0.6106280890364009	55
GPD1	0.6636981167946627	96
GPD1L	0.7325137770283752	96
GPD2	0.3672119806375922	96
GPHN	0.8127369656939906	96
GPI	0.39382378187464256	96
GPKOW	0.47934004816784065	96
GPM6B	0.4946250494546052	36
GPN1	-0.04483786375090985	93
GPNMB	0.578710329917009	96
GPR107	0.28576132181373853	67
GPR108	0.3003052360392972	52
GPR89A	0.40804346280000914	96
GPRC5A	0.4626659160844079	96
GPRIN3	0.3414089136511712	89
GPS1	-0.10935746090805804	96
GPS2	-0.07627651679230944	54
GPSM3	0.4492294552148031	96
GPT	0.49700315814356755	90
GPT2	0.6021205730211311	68
GPX1	0.13604177970699946	96
GPX2	0.7473370433339342	96
GPX3	0.5282427629737069	96
GPX4	0.5568834251833634	96
GPX7	0.5369123991976125	77
GPX8	0.5986258444479648	96
GRAMD4	0.34607637333215224	86
GRB2	0.4061525000771683	96
GRB7	0.5819234074422899	92
