rank,gene,rna_lfc,rna_p,rna_q,mean_tumor_log2tpm,mean_normal_log2tpm,n_tumor,n_normal,prot_lfc,prot_p,prot_q,n_pairs,neglog10p,gen_p,gen_q,mut_freq,n_mutated,cds_len,n_patients,concordant,transcriptomic,proteomic,genomic,score,score_genomic_weighted
1378,TAF6L,0.5504330564375461,7.17482558924154e-14,2.860789107708333e-13,3.4301945341857936,2.879761477748247,471,41,0.1676113924050633,0.0039959159584299,0.0057283333686124,79,1.0259712218502468,0.0941952012093569,0.9999999997893128,0.0566037735849056,6,1869.0,106,True,0.5504330564375461,0.1676113924050633,1.0259712218502468,0.6147873290730433,0.6955782312925171
1379,GTPBP3,1.0969448325517357,1.4902203199035457e-21,2.5984425795862712e-20,4.131045092865946,3.0341002603142107,471,41,-0.1570749999999999,0.0093710049389683,0.0128647579569344,72,0.3063381658001773,0.4939259390491474,0.9999999997893128,0.0283018867924528,3,1575.0,106,False,1.0969448325517357,0.1570749999999999,0.3063381658001773,0.6146499003641861,0.6278086992372707
1380,NUDT21,0.6295250972357804,8.570996057628286e-13,2.994916896247852e-12,5.961393602158138,5.331868504922357,471,41,0.4706197916666668,3.899403012589557e-17,9.947780457703697e-16,96,0.163022189256649,0.6870333367625784,0.9999999997893128,0.0094339622641509,1,684.0,106,True,0.6295250972357804,0.4706197916666668,0.163022189256649,0.614649900364186,0.5756545042259328
1381,IPO5,1.2166527405067429,5.5018650161874064e-21,7.942395945174345e-20,6.374141603908585,5.157488863401842,471,41,0.3634249999999999,9.25285548138482e-14,4.492276482024558e-13,96,0.0969449031553074,0.7999357325552165,0.9999999997893128,0.0377358490566037,4,3294.0,106,True,1.2166527405067429,0.3634249999999999,0.0969449031553074,0.614649900364186,0.5394248608534322
1382,PPM1F,0.3143658908489875,6.771568407317057e-05,0.0001092971232895,3.2632754242130644,2.948909533364077,471,41,-0.4731572916666666,6.492912469866923e-16,6.0272479737880405e-15,96,0.3947330985704042,0.402964605482423,0.9999999997893128,0.0283018867924528,3,1365.0,106,False,0.3143658908489875,0.4731572916666666,0.3947330985704042,0.6145124716553287,0.6473407544836116
1383,GNPDA2,0.1669881274418547,0.0101727494612254,0.0134045859155736,2.5743477867917117,2.407359659349857,471,41,-0.8824827586206898,1.8503025737605423e-14,1.0379331076387525e-13,87,0.3874643943719529,0.4097657030728512,0.9999999997893128,0.0188679245283018,2,831.0,106,False,0.1669881274418547,0.8824827586206898,0.3874643943719529,0.6144094001236858,0.6454854669140384
1384,MEP1A,-2.809277914483965,1.7273640966846082e-19,1.7167386629070332e-18,5.897812862478244,8.70709077696221,471,41,-0.5685510416666668,1.0132038428882773e-07,2.2811801735333994e-07,96,0.0097667694614328,0.977762170695048,0.9999999997893128,0.0094339622641509,1,2241.0,106,True,2.809277914483965,0.5685510416666668,0.0097667694614328,0.6140314711743282,0.4697485054627912
1385,RNASE4,-0.2481870253640343,0.0005462546307494,0.0008148484953309,1.049752809825127,1.2979398351891611,471,41,-0.9656322916666672,1.7684315987303836e-16,2.330113220602478e-15,96,0.2760955368302318,0.5295469404516219,0.9999999997893128,0.0094339622641509,1,444.0,106,True,0.2481870253640343,0.9656322916666672,0.2760955368302318,0.6139971139971139,0.6196145124716553
1386,AKAP8L,0.8447734917354408,7.684228000188789e-21,1.0706245198680757e-19,4.039256546299002,3.1944830545635616,471,41,0.2949072916666667,6.751529277940419e-13,2.8327711022953265e-12,96,0.1982305037392284,0.6335333713367083,0.9999999997893128,0.0283018867924528,3,1941.0,106,True,0.8447734917354408,0.2949072916666667,0.1982305037392284,0.6139283996426854,0.5915275200989487
1387,VILL,-1.4340957315413894,4.019677475599101e-18,3.017504720003021e-17,4.778169937906722,6.2122656694481115,471,41,-0.5410166666666668,5.090983334053532e-12,1.877778617078256e-11,96,0.0311873039979136,0.9307063906867092,0.9999999997893128,0.0188679245283018,2,2571.0,106,True,1.4340957315413894,0.5410166666666668,0.0311873039979136,0.6136191850477565,0.48840445269016697
1388,NECTIN1,0.7849542124231474,7.848955601738597e-10,1.9871776427119133e-09,5.322947942677565,4.537993730254418,471,41,-0.1308818181818182,0.2756266593933105,0.3109955025007939,22,0.5778145625404446,0.2643537268537648,0.9999999997893128,0.0377358490566037,4,1554.0,106,False,0.7849542124231474,0.1308818181818182,0.5778145625404446,0.613584827870542,0.6705318491032777
1389,UEVLD,-0.2962147169714466,0.0002210893033454,0.0003407073609744,4.0396396455033,4.3358543624747465,471,41,-0.2905927083333332,4.0067364937432943e-14,2.0790796151440077e-13,96,1.486615217084872,0.032612551874839,0.7698237365511764,0.0566037735849056,6,1416.0,106,True,0.2962147169714466,0.2905927083333332,1.486615217084872,0.6134130419844706,0.7024324881467738
1390,EVI2B,-1.339946443876066,2.8952668713534253e-13,1.0662598258344871e-12,3.1948497723272435,4.5347962162033095,471,41,-0.2206857142857143,0.0209738487766908,0.0277176699560353,56,0.1779858409320464,0.6637647104107727,0.9999999997893128,0.0188679245283018,2,1347.0,106,True,1.339946443876066,0.2206857142857143,0.1779858409320464,0.6133443276300419,0.5822510822510822
1391,ATP8B1,-1.4009371257448722,1.4328745797008424e-20,1.8405801767404476e-19,6.040802152986364,7.441739278731236,471,41,-0.6149812500000001,8.815914499927118e-13,3.62192102755732e-12,96,0.021904053649739,0.9508148288742686,0.9999999997893128,0.0283018867924528,3,3756.0,106,True,1.4009371257448722,0.6149812500000001,0.021904053649739,0.6133443276300419,0.4795403009688724
1392,TP53,0.6753222538342918,3.9545512314774687e-10,1.0308407598808424e-09,5.802035493563052,5.12671323972876,471,41,-0.0855519999999999,0.8119303584098816,0.8338038840612116,25,66.37876757431513,4.180540409152957e-67,6.147902725700339e-63,0.5283018867924528,56,1182.0,106,False,0.6753222538342918,0.0855519999999999,66.37876757431513,0.6133443276300419,0.7100082457225314
1393,NCDN,0.6410037636650365,7.58127473020373e-10,1.9221685757791232e-09,4.072494168262847,3.4314904045978105,471,41,-0.2814149425287356,1.0915796180691104e-08,2.7336348106105487e-08,87,0.3020725891207769,0.4988011095641962,0.9999999997893128,0.0377358490566037,4,2190.0,106,False,0.6410037636650365,0.2814149425287356,0.3020725891207769,0.6132756132756132,0.6255411255411256
1394,STXBP6,0.4671587104726677,1.9036036829438589e-06,3.513347774085548e-06,3.198347388167639,2.731188677694971,471,41,-0.2802764705882353,0.0069431556554137,0.009662234244383,51,0.5055202939144373,0.3122336500822865,0.9999999997893128,0.0188679245283018,2,669.0,106,False,0.4671587104726677,0.2802764705882353,0.5055202939144373,0.613138184566756,0.6620799835085549
1395,CYBB,-0.7582735103897633,0.0001008988130311,0.0001601847107448,4.312560410165764,5.070833920555527,471,41,0.5127885416666665,1.6820313835306576e-11,5.8085723161706316e-11,96,0.1053057071550816,0.7846830885995154,0.9999999997893128,0.0188679245283018,2,1713.0,106,False,0.7582735103897633,0.5127885416666665,0.1053057071550816,0.6131038273895416,0.5432900432900433
1396,HMX3,-0.661533465120997,1.2377807103104924e-13,4.787734700039114e-13,0.5629891036188939,1.2245225687398908,471,41,-0.17469375,0.2333086617681148,0.266337895491285,80,0.5667434276552026,0.2711793231021432,0.9999999997893128,0.0283018867924528,3,1074.0,106,True,0.661533465120997,0.17469375,0.5667434276552026,0.6130694702123274,0.6685734900020615
1397,JMJD6,0.5622737820447257,2.3998376052540463e-14,1.015218353738386e-13,4.1137734466479365,3.551499664603211,471,41,0.2410379999999999,0.0065794296617329,0.0091808222962907,50,0.4573605568839513,0.34885057497241,0.9999999997893128,0.0283018867924528,3,1245.0,106,True,0.5622737820447257,0.2410379999999999,0.4573605568839513,0.613035113035113,0.6563595135023707
1398,PRMT3,1.299586852139242,5.647566474327644e-22,1.1784276443054992e-20,4.006978389515281,2.7073915373760387,471,41,0.5864734177215191,1.979806948311191e-13,9.103855254434393e-13,79,0.029886191130331,0.9334988964330913,0.9999999997893128,0.0094339622641509,1,1596.0,106,True,1.299586852139242,0.5864734177215191,0.029886191130331,0.6127946127946128,0.48634302205730773
1399,FERMT1,1.487376601750662,8.502416950470385e-19,7.275804903534204e-18,7.366766779944886,5.879390178194224,471,41,0.6483781250000001,5.1568164856062215e-14,2.611226122997375e-13,96,0.0139479449341308,0.9683939221808888,0.9999999997893128,0.0094339622641509,1,2034.0,106,True,1.487376601750662,0.6483781250000001,0.0139479449341308,0.6126915412629698,0.4720676149247578
1400,LMAN1,0.3086308433863296,0.0011945980798034,0.0017272632827108,5.796093578879947,5.487462735493617,471,41,0.2670635416666667,3.0015076615392354e-07,6.458489989381844e-07,96,2.354976910671182,0.0044159392413395,0.3330297563237892,0.0754716981132075,8,1533.0,106,True,0.3086308433863296,0.2670635416666667,2.354976910671182,0.6126571840857555,0.7068130282415996
1401,SRSF6,0.7314310435024947,3.1515133059349016e-14,1.3161323412572816e-13,6.444563606265689,5.713132562763194,471,41,0.6580218749999999,3.899403012589557e-17,9.947780457703697e-16,96,0.082194450285021,0.8275715452488264,0.9999999997893128,0.0094339622641509,1,1035.0,106,True,0.7314310435024947,0.6580218749999999,0.082194450285021,0.6125197553768982,0.5276747062461349
1402,AKR1B1,-0.6513012196022983,2.482342944141831e-05,4.161102378572415e-05,4.235768753647742,4.88706997325004,471,41,-0.7230135416666665,2.467690073214028e-15,1.776366169655892e-14,96,0.0962960215432536,0.8011318139476886,0.9999999997893128,0.0094339622641509,1,951.0,106,True,0.6513012196022983,0.7230135416666665,0.0962960215432536,0.6121418264275407,0.5370026798598228
1403,TM7SF2,1.0563976509779138,3.071736258645553e-17,1.9487156790708515e-16,4.362161587689402,3.3057639367114886,471,41,-0.531675,0.0023250579833984,0.003421433813249,20,0.0546633749113289,0.881732045691622,0.9999999997893128,0.0094339622641509,1,1257.0,106,False,1.0563976509779138,0.531675,0.0546633749113289,0.6117982546553975,0.5067511853226139
1404,ME1,1.1727186397572995,1.2321154697874648e-11,3.753465756517392e-11,4.698682043732979,3.525963403975679,471,41,-0.1728437499999999,0.0057977707848284,0.0081562684410598,96,0.2579641671967252,0.5521229920087525,0.9999999997893128,0.0283018867924528,3,1719.0,106,False,1.1727186397572995,0.1728437499999999,0.2579641671967252,0.6117638974781832,0.6119356833642549
1405,MRC1,-1.463019430538516,3.5100195822278103e-11,1.0224107651772075e-10,2.8271495042452175,4.2901689347837335,471,41,-0.8452239583333331,6.997323695161637e-16,6.3957826527029186e-15,96,0.0002593998466916,0.9994028881221771,0.9999999997893128,0.0094339622641509,1,4371.0,106,True,1.463019430538516,0.8452239583333331,0.0002593998466916,0.6117638974781832,0.4594413522984952
1406,REPIN1,0.6262951366201994,2.2957885655293812e-12,7.637161395454841e-12,7.248984346932613,6.622689210312414,471,41,0.3692141025641026,2.946230558509283e-09,7.849984438855751e-09,78,0.2143519179738438,0.6104471662280966,0.9999999997893128,0.0283018867924528,3,1875.0,106,True,0.6262951366201994,0.3692141025641026,0.2143519179738438,0.6116951831237545,0.5972995258709544
1407,SF3B4,0.5164205504842609,6.30000025757266e-14,2.5296239064321053e-13,7.201501621215571,6.68508107073131,471,41,0.4839562499999998,4.559722473766646e-15,3.0136104778265625e-14,96,0.1976679056984036,0.6343546011926018,0.9999999997893128,0.0188679245283018,2,1275.0,106,True,0.5164205504842609,0.4839562499999998,0.1976679056984036,0.6115921115921115,0.5896206967635539
1408,CD44,1.5274778760138794,4.259712997205378e-23,1.4454297802270505e-21,6.721980494457038,5.194502618443159,471,41,-0.2481979166666667,1.0689078536730137e-06,2.1737807791125335e-06,96,0.1409378126910571,0.7228733055556175,0.9999999997893128,0.0283018867924528,3,2229.0,106,False,1.5274778760138794,0.2481979166666667,0.1409378126910571,0.6115577544148972,0.5623067408781695
1409,SNX6,-0.4248417013536789,8.447242309417763e-05,0.0001351666221253,5.542394951992416,5.967236653346095,471,41,-0.316390625,3.4059860337171503e-15,2.3463206324115322e-14,96,0.4711632028272544,0.3379378192302916,0.9999999997893128,0.0283018867924528,3,1221.0,106,True,0.4248417013536789,0.316390625,0.4711632028272544,0.6114890400604686,0.6571325499896928
1410,RPL4,0.6327115685787668,9.431886959016411e-12,2.9110578555071505e-11,9.660988104105469,9.028276535526702,471,41,0.3941864583333334,6.4589827091473504e-15,4.08419556980863e-14,96,0.1950850372126533,0.6381385229763463,0.9999999997893128,0.0188679245283018,2,1284.0,106,True,0.6327115685787668,0.3941864583333334,0.1950850372126533,0.6113859685288257,0.5884353741496599
1411,TPPP,-0.3371148836718118,0.0851893922359909,0.1014450190457797,2.493245410577405,2.8303602942492168,471,41,-2.078098958333333,3.336204472463126e-17,9.764418690273613e-16,96,0.1713315432161675,0.6740132851431455,0.9999999997893128,0.0094339622641509,1,660.0,106,True,0.3371148836718118,2.078098958333333,0.1713315432161675,0.6113516113516113,0.5773036487322202
1412,UTP4,1.3501216165497634,2.1013631802841456e-23,8.353767487747056e-22,5.239593355885931,3.8894717393361673,471,41,0.7084864583333332,2.4392369995854658e-17,9.541570874547247e-16,96,0.0133131223625461,0.969810490594446,0.9999999997893128,0.0094339622641509,1,2061.0,106,True,1.3501216165497634,0.7084864583333332,0.0133131223625461,0.6113172541743969,0.4705730777159348
1413,ARF3,-0.4018202223298921,5.818220324337183e-10,1.4943076875003955e-09,6.961677428152426,7.363497650482318,471,41,0.6148615384615385,0.0004383921104502,0.000694819907633,65,0.2186933955834866,0.6043751572389298,0.9999999997893128,0.0094339622641509,1,546.0,106,False,0.4018202223298921,0.6148615384615385,0.2186933955834866,0.6111454682883254,0.5985879200164914
1414,FUBP3,0.3748078951135269,1.3281877497917604e-08,2.9789498804868434e-08,4.932488416946395,4.557680521832868,471,41,0.347709375,2.1233332295443332e-16,2.628610808420695e-15,96,0.4875469430156199,0.3254266061413385,0.9999999997893128,0.0377358490566037,4,1719.0,106,True,0.3748078951135269,0.347709375,0.4875469430156199,0.6107331821617535,0.658111729540301
1415,CASP7,-1.4638592808397777,1.045801848677092e-22,2.9515410828609407e-21,5.801865084620314,7.265724365460091,471,41,-0.3921583333333334,5.220518546726818e-10,1.509674953878889e-09,96,0.0643919333603539,0.8622000955356329,0.9999999997893128,0.0094339622641509,1,1167.0,106,True,1.4638592808397777,0.3921583333333334,0.0643919333603539,0.6107331821617534,0.51427540713255
1416,COA7,0.4638382745954885,1.0207619412013403e-09,2.5542254257597062e-09,4.847512205677182,4.3836739310816935,471,41,0.2852583333333332,7.561727742674062e-10,2.148804544455367e-09,96,0.4830116256989165,0.3288428279115487,0.9999999997893128,0.0188679245283018,2,696.0,106,True,0.4638382745954885,0.2852583333333332,0.4830116256989165,0.610664467807325,0.6576479076479076
1417,CETN2,0.8539288813183781,4.7127488988074344e-12,1.5114955537588368e-11,6.23889141294655,5.3849625316281715,471,41,-0.2496531249999999,9.92425697791442e-07,2.0220463647970126e-06,96,0.2322421548959423,0.5858114353729929,0.9999999997893128,0.0094339622641509,1,519.0,106,False,0.8539288813183781,0.2496531249999999,0.2322421548959423,0.610561396275682,0.602504638218924
1418,CA3,0.1212352617226877,0.5858929985035457,0.6175212979093706,1.1042015149126134,0.9829662531899256,471,41,-0.973795652173913,6.031990051269531e-05,0.0001035797830918,23,0.4185287763553391,0.3814795166066206,0.9999999997893128,0.0188679245283018,2,783.0,106,False,0.1212352617226877,0.973795652173913,0.4185287763553391,0.6105270390984676,0.6483199340342197
1419,VRK1,0.8611060722945396,2.7340789660733906e-13,1.0100663870677257e-12,4.723271503271796,3.8621654309772566,471,41,0.617665625,1.0314900529261946e-15,8.682894310014856e-15,96,0.0616284586420052,0.8677038838420585,0.9999999997893128,0.0094339622641509,1,1191.0,106,True,0.8611060722945396,0.617665625,0.0616284586420052,0.6104583247440389,0.5117501546072974
1420,WTAP,0.2605753047739201,1.3921056973463223e-06,2.600103238515864e-06,5.120778021833999,4.860202717060079,471,41,0.3496583333333333,2.0130950846268735e-10,6.086670443611018e-10,96,0.8483763793180037,0.1417828234760603,0.9999999997893128,0.0377358490566037,4,1191.0,106,True,0.2605753047739201,0.3496583333333333,0.8483763793180037,0.6104239675668246,0.6867656153370439
1421,OPTN,-0.621627244503367,2.190160718441047e-11,6.519763423337607e-11,5.771464637881274,6.393091882384641,471,41,-0.32756875,1.6966941688263378e-13,7.850790703436686e-13,96,0.2534021934671567,0.5579532434514252,0.9999999997893128,0.0283018867924528,3,1734.0,106,True,0.621627244503367,0.32756875,0.2534021934671567,0.6101834673263244,0.6089981447124304
1422,TMEM70,0.6128199531277749,1.4786494744709303e-11,4.4796999647183135e-11,5.185849739444255,4.57302978631648,471,41,0.2259897435897435,0.0015493749441004,0.0023233698033013,78,0.4185287763553391,0.3814795166066206,0.9999999997893128,0.0188679245283018,2,783.0,106,True,0.6128199531277749,0.2259897435897435,0.4185287763553391,0.6101147529718958,0.6480107194392908
1423,ECHDC1,-0.3462758331186997,0.0005902106186982,0.0008779625986903,5.128231031400916,5.474506864519616,471,41,-0.4777208333333331,5.758892992703822e-16,5.512225603731869e-15,96,0.3347463819469047,0.462651120207688,0.9999999997893128,0.0188679245283018,2,924.0,106,True,0.3462758331186997,0.4777208333333331,0.3347463819469047,0.6100803957946814,0.6310039167182024
1424,ORC5,0.8654899490546306,1.4178437215735156e-18,1.1592221810877986e-17,4.502043739707407,3.636553790652776,471,41,0.1408910256410256,0.0139709710955019,0.0188102037085535,78,0.4232187139768538,0.3773820905941378,0.9999999997893128,0.0283018867924528,3,1308.0,106,True,0.8654899490546306,0.1408910256410256,0.4232187139768538,0.6100803957946814,0.6488352916924345
1425,XPO5,1.3854494822928225,7.170599508587048e-25,7.257553330214167e-23,4.832775897299372,3.44732641500655,471,41,0.8548395833333332,1.9577585447302082e-17,9.541570874547247e-16,96,0.0009373807127892,0.997843928812102,0.9999999997893128,0.0094339622641509,1,3615.0,106,True,1.3854494822928225,0.8548395833333332,0.0009373807127892,0.6099773242630384,0.45861678004535145
1426,STX2,0.7038345773393369,9.232687251908593e-08,1.9183231405034499e-07,3.5938878618337604,2.8900532844944236,471,41,-0.5207320000000002,0.0004296898841857,0.0006813494287408,25,0.1131496457955836,0.7706378829363818,0.9999999997893128,0.0094339622641509,1,867.0,106,False,0.7038345773393369,0.5207320000000002,0.1131496457955836,0.60990860990861,0.5457637600494744
1427,PSMA3,0.6585338149300641,4.2599460851563994e-12,1.3722683465463576e-11,6.52040035345948,5.861866538529416,471,41,0.2043791666666665,1.0643073775461185e-07,2.3913054909433716e-07,96,0.4288509196030508,0.3725195592099758,0.9999999997893128,0.0188679245283018,2,768.0,106,True,0.6585338149300641,0.2043791666666665,0.4288509196030508,0.6098398955541813,0.6494537208822924
1428,MRPL22,0.5495826032772433,1.6347326951076924e-12,5.52789506404408e-12,4.204568101471666,3.6549854981944225,471,41,0.155253125,0.0001948696569998,0.0003197311148965,96,1.0520785676948352,0.0886995532222364,0.9999999997893128,0.0283018867924528,3,621.0,106,True,0.5495826032772433,0.155253125,1.0520785676948352,0.6097024668453239,0.6926922284065141
1429,BST1,-0.90620226067789,7.965792441297406e-11,2.2391972261379699e-10,2.270920125431985,3.177122386109875,471,41,-0.0788749999999999,0.3945169732192509,0.4326273902137879,96,0.6591524641552681,0.2192035260651068,0.9999999997893128,0.0283018867924528,3,957.0,106,True,0.90620226067789,0.0788749999999999,0.6591524641552681,0.609599395313681,0.6755823541537826
1430,TMC5,0.4283384697391499,0.000410986859532,0.0006197884554905,5.4282375594428025,4.999899089703653,471,41,0.4923620689655172,0.0105782933533191,0.0144423626592222,29,0.2477382538659618,0.5652775608532453,0.9999999997893128,0.0471698113207547,5,3021.0,106,True,0.4283384697391499,0.4923620689655172,0.2477382538659618,0.609496323782038,0.6065244279529993
1431,MEPCE,0.4951474922647332,3.016079346799139e-13,1.108203074827449e-12,6.049154374402739,5.5540068821380055,471,41,0.32995,1.0408273426131168e-11,3.682769226836054e-11,96,0.3411338373429683,0.4558963998544177,0.9999999997893128,0.0377358490566037,4,2070.0,106,True,0.4951474922647332,0.32995,0.3411338373429683,0.609496323782038,0.6318284889713461
1432,MIPEP,0.9227022769461692,1.496092382288091e-17,9.983964738338601e-17,5.421971306995861,4.499269030049692,471,41,0.577740625,6.690373874712319e-16,6.1744426685183154e-15,96,0.0573373260082431,0.876319899931277,0.9999999997893128,0.0188679245283018,2,2142.0,106,True,0.9227022769461692,0.577740625,0.0573373260082431,0.6094276094276094,0.5073696145124716
1433,PRAM1,0.1052468481889483,0.6765851687092244,0.7045911777031607,1.2038294093791568,1.0985825611902085,471,41,0.4975916666666666,0.0115160942077636,0.0156558208794096,24,0.9148171736376032,0.1216698090208208,0.9999999997893128,0.0566037735849056,6,2013.0,106,True,0.1052468481889483,0.4975916666666666,0.9148171736376032,0.6092214663643235,0.6884662956091527
1434,ACTR10,-0.2377508229918907,0.0757628631058872,0.0907166019960416,4.99346051610887,5.231211339100761,471,41,-0.37253125,2.3979985110994164e-16,2.8836774580884607e-15,96,0.7925173739994192,0.1612436520343745,0.9999999997893128,0.0377358490566037,4,1254.0,106,True,0.2377508229918907,0.37253125,0.7925173739994192,0.6092214663643235,0.682694289837147
1435,SRSF1,0.6533412897254465,3.5491618081251576e-14,1.474853435651065e-13,5.2634340008029366,4.61009271107749,471,41,0.47815625,1.018564176125384e-16,1.6426795811599042e-15,96,0.1433979880326889,0.7187899760181331,0.9999999997893128,0.0094339622641509,1,747.0,106,True,0.6533412897254465,0.47815625,0.1433979880326889,0.6091527520098948,0.5617398474541331
1436,EIF2S2,1.2758116441240297,6.631605110309474e-22,1.3377914959640335e-20,7.516559023583185,6.2407473794591555,471,41,0.3614614583333332,1.663441845295056e-16,2.2367366055356416e-15,96,0.0874421879323779,0.8176318715692207,0.9999999997893128,0.0094339622641509,1,1002.0,106,True,1.2758116441240297,0.3614614583333332,0.0874421879323779,0.6089466089466089,0.5286023500309215
1437,COL28A1,-0.9229357979076468,3.2170526930364602e-12,1.0497686974037615e-11,1.0993896172871265,2.022325415194773,471,41,-2.06591875,2.084491422630465e-17,9.541570874547247e-16,96,0.0097648063684421,0.9777665903745096,0.9999999997893128,0.0188679245283018,2,3378.0,106,True,0.9229357979076468,2.06591875,0.0097648063684421,0.6088778945921803,0.4657802514945372
1438,ACAA2,-1.4284210136814357,1.8347633642585072e-19,1.81121174932492e-18,5.84169741794359,7.270118431625026,471,41,-0.4009708333333333,5.220346236782238e-10,1.509674953878889e-09,96,0.0612920792080628,0.868376217519913,0.9999999997893128,0.0094339622641509,1,1194.0,106,True,1.4284210136814357,0.4009708333333333,0.0612920792080628,0.6087748230605373,0.5103586889301175
1439,NOL10,0.8265599118599525,4.009200240758239e-20,4.6420792531225095e-19,4.829057140727465,4.0024972288675125,471,41,0.6319425287356322,8.92204549357027e-15,5.4614966438287354e-14,87,0.063759892392219,0.8634557930766451,0.9999999997893128,0.0188679245283018,2,2067.0,106,True,0.8265599118599525,0.6319425287356322,0.063759892392219,0.608740465883323,0.5124201195629767
1440,NUP98,0.5114434550813112,3.7898947914888444e-13,1.3755085632373009e-12,5.304133248679293,4.792689793597982,471,41,0.3745145833333334,3.8989356823842856e-17,9.947780457703697e-16,96,0.2666215822272607,0.5412257086813808,0.9999999997893128,0.0849056603773584,9,5496.0,106,True,0.5114434550813112,0.3745145833333334,0.2666215822272607,0.6083968941111797,0.6120902906617192
1441,CNPY4,-0.2425196507586418,0.0029096692493248,0.0040549327490591,3.1910739034078346,3.4335935541664764,471,41,-0.5005431818181818,2.2696750446088047e-07,4.939101483710824e-07,44,0.4438320994955467,0.3598884430071047,0.9999999997893128,0.0188679245283018,2,747.0,106,True,0.2425196507586418,0.5005431818181818,0.4438320994955467,0.6083968941111797,0.6504329004329004
1442,RBBP9,0.4709710024020777,1.165874594402677e-06,2.1931443582595114e-06,4.429256100850266,3.9582850984481888,471,41,-0.241234375,3.5607400140339336e-06,6.866629708006227e-06,96,0.610454455879263,0.245214159448657,0.9999999997893128,0.0188679245283018,2,561.0,106,False,0.4709710024020777,0.241234375,0.610454455879263,0.6082938225795369,0.6697588126159555
1443,PTK7,1.749418503629093,2.481686906721497e-16,1.3748030234121512e-15,4.8241036881134445,3.0746851844843515,471,41,0.4308500000000001,2.987385280373371e-11,9.966368894094949e-11,96,0.0418282685889438,0.908179577172616,0.9999999997893128,0.0283018867924528,3,3237.0,106,True,1.749418503629093,0.4308500000000001,0.0418282685889438,0.6082594654023226,0.4937126365697794
1444,AMACR,0.1361050341343128,0.560420200586859,0.5931582518501818,2.2748064869718156,2.138701452837503,471,41,0.6693166666666669,8.451235662537254e-08,1.9187593928921298e-07,96,0.4927519322249921,0.3215496696769949,0.9999999997893128,0.0283018867924528,3,1185.0,106,True,0.1361050341343128,0.6693166666666669,0.4927519322249921,0.6081563938706795,0.6567202638631211
1445,PRKAG1,0.3500190740127831,3.3782437653527974e-08,7.298117143232106e-08,5.450747925933575,5.100728851920792,471,41,-0.3195270833333334,3.5085680445294534e-10,1.0337717615611814e-09,96,0.6050036030447791,0.248311250452114,0.9999999997893128,0.0283018867924528,3,1023.0,106,False,0.3500190740127831,0.3195270833333334,0.6050036030447791,0.607984607984608,0.6689342403628118
1446,STX16,1.0636239750288512,1.1563517691528214e-16,6.692248112569943e-16,5.515432235282957,4.451808260254106,471,41,0.1489947916666666,0.0001991530549344,0.000326519512599,96,0.3079899823673903,0.4920508854184424,0.9999999997893128,0.0188679245283018,2,978.0,106,True,1.0636239750288512,0.1489947916666666,0.3079899823673903,0.6077441077441077,0.6232220160791588
1447,NUBP2,0.6412324692254563,3.759776952732507e-15,1.7642800936470073e-14,5.215676874855479,4.574444405630023,471,41,-0.0978802083333333,0.0062331739426158,0.0087267036688251,96,1.8956665169699785,0.0127155011950623,0.5343303795844528,0.0471698113207547,5,816.0,106,False,0.6412324692254563,0.0978802083333333,1.8956665169699785,0.6075723218580361,0.7010410224695939
1448,DDX60,-1.3483272379094244,1.4474568761159706e-14,6.29567728077064e-14,3.842060259979183,5.190387497888608,471,41,-0.2711552083333332,9.162157976284017e-08,2.0710551840596185e-07,96,0.1299430193048515,0.7414075097346212,0.9999999997893128,0.0660377358490566,7,5139.0,106,True,1.3483272379094244,0.2711552083333332,0.1299430193048515,0.6074348931491788,0.5533395176252319
1449,APIP,0.4561148571112543,0.0001388107670641,0.000217820227993,3.7661442854762694,3.310029428365015,471,41,-0.2053635416666666,7.291943167610786e-07,1.513196619594827e-06,96,0.8986728835438264,0.1262778318120214,0.9999999997893128,0.0283018867924528,3,729.0,106,False,0.4561148571112543,0.2053635416666666,0.8986728835438264,0.6071600357314643,0.6866110080395795
1450,SMNDC1,0.4993479958036722,3.0234571999011446e-11,8.862551955454457e-11,4.399135400910446,3.8997874051067742,471,41,0.2578409090909091,4.225788004890208e-10,1.235867991491212e-09,88,0.4663752592551181,0.3416840772052724,0.9999999997893128,0.0188679245283018,2,717.0,106,True,0.4993479958036722,0.2578409090909091,0.4663752592551181,0.6070913213770356,0.6531127602556174
1451,ATP2A1,0.5293574170991697,7.209572087054647e-12,2.2572048715576783e-11,1.0317322925689258,0.5023748754697561,471,41,-0.694218181818182,9.481495661572547e-14,4.592877573537199e-13,88,0.131069110743263,0.7394875885445905,0.9999999997893128,0.0377358490566037,4,3006.0,106,False,0.5293574170991697,0.694218181818182,0.131069110743263,0.6070913213770356,0.5538033395176252
1452,MTG1,0.8233633671837306,6.448408266546745e-18,4.658051703344352e-17,1.9499416813249923,1.1265783141412615,471,41,0.0393593749999999,0.5587563610327548,0.5946536209024036,96,2.1370180822941824,0.007294271391786,0.4063240723015338,0.0566037735849056,6,1005.0,106,True,0.8233633671837306,0.0393593749999999,2.1370180822941824,0.6069538926681783,0.7018140589569161
