rank,gene,rna_lfc,rna_p,rna_q,mean_tumor_log2tpm,mean_normal_log2tpm,n_tumor,n_normal,prot_lfc,prot_p,prot_q,n_pairs,neglog10p,gen_p,gen_q,mut_freq,n_mutated,cds_len,n_patients,concordant,transcriptomic,proteomic,genomic,score,score_genomic_weighted
3979,RBM10,0.2851215295001914,5.835898833303709e-08,1.2348433780284946e-07,6.210494727362833,5.925373197862641,471,41,0.2180385416666666,5.810601513875118e-11,1.877809516213303e-10,96,0.056726281810317,0.8775537333961305,0.9999999997893128,0.0283018867924528,3,2988.0,106,True,0.2851215295001914,0.2180385416666666,0.056726281810317,0.3153301724730296,0.2862296433725005
3980,PTPRJ,-0.3420345545377232,0.0009569017064176,0.0013964199495957,4.254469562994522,4.596504117532246,471,41,0.2068714285714285,0.0209733153933415,0.0277176699560353,56,0.0445995130779997,0.9024029095860716,0.9999999997893128,0.0377358490566037,4,4014.0,106,False,0.3420345545377232,0.2068714285714285,0.0445995130779997,0.31526145811860096,0.27628324056895487
3981,PPP1R1B,0.0980763832908282,0.0613422790309112,0.0741301637283591,7.8016667667467505,7.703590383455922,471,41,-0.1593687499999999,0.0063728416185853,0.0089055185209516,96,0.1883425319612028,0.6481230514330859,0.9999999997893128,0.0094339622641509,1,615.0,106,False,0.0980763832908282,0.1593687499999999,0.1883425319612028,0.31471174328317186,0.3625541125541126
3982,COASY,0.4678097361133595,5.035441652925237e-13,1.7991309180293433e-12,6.309500070820204,5.841690334706844,471,41,-0.0666572916666666,0.0190657787317935,0.0253091233699254,96,0.0954742234580194,0.8026491988409977,0.9999999997893128,0.0188679245283018,2,1782.0,106,False,0.4678097361133595,0.0666572916666666,0.0954742234580194,0.3146086717515289,0.3133889919604205
3983,KIF13A,-0.1018031489119923,0.4489223204270852,0.4829548555309345,4.020585130459208,4.122388279371201,471,41,-0.4472842105263157,1.7291246389532554e-08,4.216901927567208e-08,57,0.0241536904547985,0.9459023611405551,0.9999999997893128,0.0471698113207547,5,5418.0,106,True,0.1018031489119923,0.4472842105263157,0.0241536904547985,0.31450560021988594,0.25803957946815087
3984,SIPA1L1,0.1857242663799274,0.0017938147407386,0.0025515605685444,3.747818048407492,3.5620937820275644,471,41,-0.2828144927536232,0.0006762505311001,0.0010507097760886,69,0.0540925002223943,0.8828918335833547,0.9999999997893128,0.0566037735849056,6,5415.0,106,False,0.1857242663799274,0.2828144927536232,0.0540925002223943,0.3142994571566,0.2831374974232117
3985,SNX3,0.018012674408272,0.182950191843644,0.2086340625887725,7.7261669302827025,7.7081542558744305,471,41,-0.1581958333333334,5.963060132911493e-06,1.1282055959307165e-05,96,0.2485963926244422,0.5641617105038358,0.9999999997893128,0.0094339622641509,1,489.0,106,False,0.018012674408272,0.1581958333333334,0.2485963926244422,0.3140933140933141,0.38538445681302824
3986,SH3GL1,0.6693607497774661,6.989584857289368e-16,3.641821861589439e-15,6.173078773320738,5.503718023543272,471,41,-0.0168468749999999,0.6716381886866216,0.7034062765998352,96,0.0719023455862138,0.8474179410813454,0.9999999997893128,0.0094339622641509,1,1107.0,106,False,0.6693607497774661,0.0168468749999999,0.0719023455862138,0.3132687418401704,0.29591836734693877
3987,SLC35A3,-0.4539074664838232,1.1149107242202848e-05,1.922896167294431e-05,3.571661005596744,4.025568472080567,471,41,-0.1032542857142856,0.1259311682006458,0.1499329560706535,70,0.072301959331866,0.8466385526234663,0.9999999997893128,0.0094339622641509,1,1104.0,106,True,0.4539074664838232,0.1032542857142856,0.072301959331866,0.31320002748574177,0.2961245104102247
3988,SYNRG,-0.2802676208099863,6.01458305909583e-05,9.758874355420736e-05,3.2465333326516723,3.5268009534616587,471,41,-0.052303125,0.1379014184770192,0.1628265780644705,96,0.196015614134301,0.6367726266910599,0.9999999997893128,0.0566037735849056,6,3945.0,106,True,0.2802676208099863,0.052303125,0.196015614134301,0.3131313131313131,0.36533704390847244
3989,GBE1,0.1362468182890115,0.0285900338086059,0.0359282920938603,4.142760515296387,4.006513697007375,471,41,-0.3060333333333334,8.00888264146642e-07,1.6507402040429557e-06,96,0.0600796491575576,0.8708038707836053,0.9999999997893128,0.0188679245283018,2,2109.0,106,False,0.1362468182890115,0.3060333333333334,0.0600796491575576,0.3130969559540988,0.28756957328385896
3990,GBP1,0.0713538332620737,0.2967774513777943,0.3282388806264106,4.650076677394961,4.578722844132887,471,41,0.2844354166666666,0.0002171658177488,0.0003547517582851,96,0.0958816124359964,0.8018966285643195,0.9999999997893128,0.0188679245283018,2,1779.0,106,True,0.0713538332620737,0.2844354166666666,0.0958816124359964,0.31285645571359855,0.31235827664399096
3991,PRPF8,0.1037934333019716,0.2358805293870867,0.2646424276896421,6.3506180671062245,6.246824633804253,471,41,0.4296833333333334,1.7809667875440116e-17,9.541570874547247e-16,96,0.0261121149931542,0.9416464750449084,0.9999999997893128,0.0660377358490566,7,7008.0,106,True,0.1037934333019716,0.4296833333333334,0.0261121149931542,0.312581598295884,0.25819418676561534
3992,GDE1,-0.4929227242499365,1.2330359394262323e-10,3.4030709809176266e-10,6.142736046826708,6.635658771076645,471,41,-0.0595432835820895,0.4025641640580403,0.4404597518778605,67,0.0884354417442036,0.815764042160871,0.9999999997893128,0.0094339622641509,1,996.0,106,True,0.4929227242499365,0.0595432835820895,0.0884354417442036,0.31240981240981236,0.3066893424036281
3993,INTS4,0.2970956156135638,8.583135239542779e-08,1.787366615863638e-07,3.5609902677627048,3.263894652149141,471,41,0.1960260416666665,1.172474526386404e-06,2.3757570515029846e-06,96,0.0637379110868354,0.8634994969840033,0.9999999997893128,0.0283018867924528,3,2892.0,106,True,0.2970956156135638,0.1960260416666665,0.0637379110868354,0.3123410980553838,0.2899917542774686
3994,H6PD,-0.0802901429631335,0.5315175063161612,0.5649438592391766,4.957114176428642,5.037404319391776,471,41,0.0344020833333333,0.3096777683193036,0.3459830387434152,96,0.4273676930051168,0.3737939836700721,0.9999999997893128,0.0471698113207547,5,2409.0,106,False,0.0802901429631335,0.0344020833333333,0.4273676930051168,0.3122380265237408,0.4259946402803546
3995,EFEMP2,-0.142420315113616,0.6095762267878309,0.6407190050707543,3.9164172995115383,4.058837614625155,471,41,0.0088187499999999,0.7367226207418938,0.7634649463326174,96,0.4109596990724082,0.3881863865855828,0.9999999997893128,0.0283018867924528,3,1332.0,106,False,0.142420315113616,0.0088187499999999,0.4109596990724082,0.3117570260427403,0.42321170892599463
3996,STAT6,0.0784641728680011,0.0587940237703031,0.0712266322225224,6.713558567253334,6.635094394385333,471,41,-0.2760364583333334,4.827807865045393e-13,2.072281699717821e-12,96,0.0968757833347477,0.8000630558732953,0.9999999997893128,0.0283018867924528,3,2544.0,106,False,0.0784641728680011,0.2760364583333334,0.0968757833347477,0.311722668865526,0.31215213358070504
3997,GALNT10,0.1135927027931069,0.1035699333348845,0.1219312852437095,4.549054361146988,4.435461658353881,471,41,0.013232911392405,0.8795819765698193,0.8945150039119172,79,0.4433548578685653,0.3602841379951835,0.9999999997893128,0.0377358490566037,4,1812.0,106,True,0.1135927027931069,0.013232911392405,0.4433548578685653,0.3116883116883116,0.4276437847866419
3998,TMX3,0.2724220058248274,0.0006636877258738,0.0009828630841203,3.682436081581348,3.4100140757565205,471,41,-0.0742145833333333,0.0456179464628181,0.0577890488706659,96,0.1733990322339061,0.6708122236112251,0.9999999997893128,0.0188679245283018,2,1365.0,106,False,0.2724220058248274,0.0742145833333333,0.1733990322339061,0.3115508829794544,0.35353535353535354
3999,PPIL4,0.2701691582765164,9.6213312964189e-06,1.6695365598702654e-05,4.8817573110945895,4.611588152818073,471,41,0.2620208333333333,4.069688718326864e-11,1.3377531411687863e-10,96,0.0367409619528237,0.9188805059091114,0.9999999997893128,0.0094339622641509,1,1479.0,106,True,0.2701691582765164,0.2620208333333333,0.0367409619528237,0.3114134542705971,0.26669758812615957
4000,TRPT1,0.2966503435382179,2.6783602132239395e-06,4.869770980289779e-06,5.112259492922268,4.81560914938405,471,41,-0.0996430379746835,0.0027816880500859,0.0040552683894016,79,0.1374854540285752,0.728642578775954,0.9999999997893128,0.0094339622641509,1,768.0,106,False,0.2966503435382179,0.0996430379746835,0.1374854540285752,0.3110698824984539,0.3345186559472274
4001,TOP2B,0.1029247076149042,0.0211858096638553,0.0269895322620194,5.981628442853822,5.8787037352389175,471,41,0.2714729166666667,1.2627398668741719e-10,3.9077587724311405e-10,96,0.0877685299415399,0.8170177090302797,0.9999999997893128,0.0566037735849056,6,4881.0,106,True,0.1029247076149042,0.2714729166666667,0.0877685299415399,0.310863739435168,0.30524634096062664
4002,IBA57,0.0186420450497881,0.9167273215128235,0.9267787001803898,2.416676837285756,2.398034792235968,471,41,-0.1368958333333333,3.637512337520033e-05,6.36692827252846e-05,96,0.2674286484720264,0.5402208619611557,0.9999999997893128,0.0188679245283018,2,1071.0,106,False,0.0186420450497881,0.1368958333333333,0.2674286484720264,0.3105545248402391,0.38909503195217476
4003,TBC1D20,-0.0278262019501198,0.9302759039832806,0.9388589653323528,4.697372381698269,4.725198583648389,471,41,-0.1684433333333333,0.4044945035129785,0.4424117417783784,30,0.2168136511503303,0.6069967263523777,0.9999999997893128,0.0188679245283018,2,1212.0,106,True,0.0278262019501198,0.1684433333333333,0.2168136511503303,0.3104858104858105,0.3725520511234797
4004,TAF6,0.4974836186962363,9.431886959016411e-12,2.9110578555071505e-11,4.536239216589475,4.038755597893239,471,41,-0.1017986111111111,0.0121270027069654,0.0164563230503704,72,0.0549526779303233,0.8811448800481196,0.9999999997893128,0.0188679245283018,2,2172.0,106,False,0.4974836186962363,0.1017986111111111,0.0549526779303233,0.3104170961313818,0.2810760667903525
4005,SNAP23,-0.1491928277791339,0.0772259602129577,0.0923868205495821,3.0596806944069117,3.2088735221860456,471,41,-0.129696875,0.0001487315877564,0.0002472349410945,96,0.1801590212434856,0.6604515728164028,0.9999999997893128,0.0094339622641509,1,636.0,106,True,0.1491928277791339,0.129696875,0.1801590212434856,0.3103140245997389,0.35585446299732015
4006,CNOT4,0.1456150003688932,0.0053154180320426,0.007219638050463,3.4226688331285975,3.2770538327597043,471,41,-0.1549444444444444,0.012862368501203,0.0173926236305752,45,0.15624606169245,0.6978369130174565,0.9999999997893128,0.0283018867924528,3,2142.0,106,False,0.1456150003688932,0.1549444444444444,0.15624606169245,0.31010788153645297,0.3442073799216656
4007,ZCCHC8,0.1930327565354321,5.516337438272455e-05,8.976919111570524e-05,3.256442560957117,3.063409804421685,471,41,0.1262468749999999,1.281460570164378e-05,2.3522076512264877e-05,96,0.1596131203496064,0.6924475446667699,0.9999999997893128,0.0283018867924528,3,2124.0,106,True,0.1930327565354321,0.1262468749999999,0.1596131203496064,0.30990173847316704,0.34544423830138116
4008,MAVS,-0.3515432694137805,9.818906827002312e-05,0.0001561361337519,5.211342109286218,5.562885378699999,471,41,-0.2222812499999999,1.6208966047187693e-06,3.247117145732524e-06,96,0.0285017518913683,0.936479442241993,0.9999999997893128,0.0094339622641509,1,1623.0,106,True,0.3515432694137805,0.2222812499999999,0.0285017518913683,0.30966123823266684,0.2579365079365079
4009,TM9SF2,0.1270441029833628,0.039053262785845,0.0483389802446947,7.621168136789333,7.49412403380597,471,41,0.2824229166666667,2.0280592390264064e-06,4.024326954932908e-06,96,0.0709012292444936,0.849373624475168,0.9999999997893128,0.0188679245283018,2,1992.0,106,True,0.1270441029833628,0.2824229166666667,0.0709012292444936,0.30918023775166625,0.2922077922077922
4010,GDI2,0.272990897571491,7.15520185882697e-07,1.372661566127057e-06,8.129219871870559,7.856228974299068,471,41,-0.0652177083333333,0.0053596298125461,0.0075764341366144,96,0.180327423219792,0.6601955258391816,0.9999999997893128,0.0188679245283018,2,1338.0,106,False,0.272990897571491,0.0652177083333333,0.180327423219792,0.3091115233972377,0.3551844980416409
4011,KIN,0.2126809484146119,1.6574675277798855e-05,2.8150904936509103e-05,2.633416258699132,2.42073531028452,471,41,0.0536238095238095,0.3737249374389648,0.4117111010308728,21,0.2266296323764008,0.5934311887277781,0.9999999997893128,0.0188679245283018,2,1182.0,106,True,0.2126809484146119,0.0536238095238095,0.2266296323764008,0.3086648800934515,0.3745619459905174
4012,ALDOA,0.4360635953517704,0.1068794513351166,0.1256092103745572,4.277875404266521,3.84181180891475,471,41,-0.1302697916666666,0.0011299627869711,0.0017186398408047,96,0.0546633749113289,0.881732045691622,0.9999999997893128,0.0094339622641509,1,1257.0,106,False,0.4360635953517704,0.1302697916666666,0.0546633749113289,0.30808080808080807,0.2789631003916718
4013,OSBPL5,-0.0233099239281013,0.4929187820809775,0.5267151672367025,4.278696556129948,4.30200648005805,471,41,-0.5231157894736843,5.8422117374336574e-06,1.1065894564212989e-05,38,0.0282654733908358,0.9369890737700054,0.9999999997893128,0.0188679245283018,2,2640.0,106,True,0.0233099239281013,0.5231157894736843,0.0282654733908358,0.3079090221947365,0.25639043496186353
4014,UBA5,0.3423470597182803,7.097269043673598e-09,1.6379243235242532e-08,3.970369374080454,3.6280223143621737,471,41,-0.1718072916666666,1.920955135189567e-06,3.818574222810905e-06,96,0.0589918014161016,0.8729878484422203,0.9999999997893128,0.0094339622641509,1,1215.0,106,False,0.3423470597182803,0.1718072916666666,0.0589918014161016,0.30787466501752214,0.2828282828282829
4015,EPB41,-0.0440635524301229,0.8580574244534187,0.8739372680613705,3.4423035064406102,3.486367058870733,471,41,-0.62703125,3.0300211967314125e-15,2.1330967690315895e-14,96,0.0053264189149304,0.9878103700608716,0.9999999997893128,0.0094339622641509,1,2595.0,106,True,0.0440635524301229,0.62703125,0.0053264189149304,0.3078403078403078,0.23572459286745
4016,TMEM126A,0.3536580642485818,2.0129844374227617e-07,4.054751353151344e-07,5.797235918786054,5.443577854537472,471,41,0.0078802083333333,0.8108281825601463,0.8329146274972339,96,0.1995495642928993,0.6316120918112287,0.9999999997893128,0.0094339622641509,1,588.0,106,True,0.3536580642485818,0.0078802083333333,0.1995495642928993,0.30756545042259326,0.36265718408575554
4017,PPP2R5A,-0.2240542279276383,0.0072190920093204,0.0096739787989759,5.935518249803091,6.1595724777307295,471,41,-0.2786770833333332,3.436058668032271e-09,9.09010946523206e-09,96,0.0379327424394618,0.9163623927469184,0.9999999997893128,0.0094339622641509,1,1461.0,106,True,0.2240542279276383,0.2786770833333332,0.0379327424394618,0.30749673606816463,0.2646361574933004
4018,UCK2,0.3269977878938022,3.014408722321487e-05,5.01575510287261e-05,4.566123583707129,4.239125795813327,471,41,0.0814149999999999,0.2317373255209531,0.2647242834871573,40,0.132643042924989,0.7368124525502652,0.9999999997893128,0.0094339622641509,1,786.0,106,True,0.3269977878938022,0.0814149999999999,0.132643042924989,0.30735930735930733,0.3297773654916512
4019,PPP4R3B,0.1572178708881191,0.0001833334109561,0.000284791805623,5.342422464266428,5.185204593378309,471,41,0.2134666666666666,0.0021359472658738,0.0031529307385582,78,0.0961833968326235,0.8013395967833399,0.9999999997893128,0.0283018867924528,3,2550.0,106,True,0.1572178708881191,0.2134666666666666,0.0961833968326235,0.3071531642960214,0.30818387961245103
4020,AHCYL1,-0.0306968628362964,0.9429687799799212,0.9501443634412629,6.416076873934833,6.44677373677113,471,41,-0.4933895833333333,5.026807329501352e-13,2.152192110633349e-12,96,0.0300442536434356,0.9331592091007564,0.9999999997893128,0.0094339622641509,1,1593.0,106,True,0.0306968628362964,0.4933895833333333,0.0300442536434356,0.3069470212327355,0.25706039991754276
4021,GMPR2,-0.0413059131255595,0.8680069386935775,0.8826416188771057,5.562289806363382,5.603595719488942,471,41,-0.3969656249999999,1.4725181552727517e-15,1.1595216318925924e-14,96,0.0520603426330656,0.8870327555540762,0.9999999997893128,0.0094339622641509,1,1284.0,106,True,0.0413059131255595,0.3969656249999999,0.0520603426330656,0.3069126640555212,0.275870954442383
4022,VAC14,0.6171057128552158,7.259813778027333e-19,6.3043678720334996e-18,4.502952177319057,3.885846464463841,471,41,0.0700322916666666,0.0008267075258255,0.0012741513417789,96,0.0427599332069202,0.9062334049323736,0.9999999997893128,0.0188679245283018,2,2349.0,106,True,0.6171057128552158,0.0700322916666666,0.0427599332069202,0.30687830687830686,0.2683467326324469
4023,SLC33A1,0.3550176947165888,8.948892178649329e-09,2.046212665680518e-08,2.789487950574411,2.434470255857822,471,41,0.2177431818181819,1.9268456729617697e-05,3.4759902177737326e-05,88,0.0271834708467396,0.9393264014960496,0.9999999997893128,0.0094339622641509,1,1650.0,106,True,0.3550176947165888,0.2177431818181819,0.0271834708467396,0.30653473510616364,0.2543805400948258
4024,NMI,0.4031414315956434,1.2955231522644965e-06,2.4245970493655737e-06,4.866106068661974,4.462964637066331,471,41,0.0777447916666666,0.1473552734570242,0.1732270071181313,96,0.101384275587729,0.7918004138563915,0.9999999997893128,0.0094339622641509,1,924.0,106,True,0.4031414315956434,0.0777447916666666,0.101384275587729,0.3064316635745207,0.31127602556173983
4025,SAP30BP,0.1811887247608732,2.4944804469683567e-05,4.180254558146325e-05,4.35877361749751,4.177584892736637,471,41,0.2184999999999999,1.5746197018006436e-08,3.8585477856081503e-08,96,0.0831222190933676,0.8258055187978687,0.9999999997893128,0.0094339622641509,1,1029.0,106,True,0.1811887247608732,0.2184999999999999,0.0831222190933676,0.3062255205112348,0.2982374768089054
4026,TP53BP1,0.4474228590138178,6.925951744345501e-06,1.2149908971976155e-05,3.21326213271344,2.7658392736996222,471,41,0.1577947916666666,3.201920972608409e-06,6.19425830600629e-06,96,0.0331592867328057,0.9264899511719826,0.9999999997893128,0.0566037735849056,6,5934.0,106,True,0.4474228590138178,0.1577947916666666,0.0331592867328057,0.30612244897959184,0.25963718820861675
4027,EBAG9,0.3253155942136851,1.19670483811564e-05,2.0581219632865756e-05,4.780972174942613,4.4556565807289275,471,41,-0.0356457142857142,0.5609241861506711,0.5967713867562404,35,0.1779012574870831,0.6638939982000887,0.9999999997893128,0.0094339622641509,1,642.0,106,False,0.3253155942136851,0.0356457142857142,0.1779012574870831,0.3059163059163059,0.35147392290249435
4028,MCRS1,0.4088018265932476,8.588894148496996e-14,3.396789015252202e-13,6.16682417294098,5.758022346347732,471,41,0.1671949999999999,0.164957046508789,0.1928379203741881,20,0.040223751702333,0.9115410857031452,0.9999999997893128,0.0094339622641509,1,1428.0,106,True,0.4088018265932476,0.1671949999999999,0.040223751702333,0.3057788772074486,0.26525458668315816
4029,ZRANB2,0.3596298653197696,1.0597841047049217e-05,1.8303283189132464e-05,5.133002336891237,4.773372471571467,471,41,0.116078125,0.0016739313727309,0.0025000902893258,96,0.0889367389376239,0.8148229657323319,0.9999999997893128,0.0094339622641509,1,993.0,106,True,0.3596298653197696,0.116078125,0.0889367389376239,0.30550401978973407,0.30189651618223046
4030,PACS1,0.4637696398034241,8.240313187032119e-07,1.5722678139235456e-06,4.345417745379273,3.881648105575849,471,41,-0.1775479166666667,9.436795244503513e-05,0.0001595953095421,96,0.019708020093284,0.9556348516076232,0.9999999997893128,0.0188679245283018,2,2892.0,106,False,0.4637696398034241,0.1775479166666667,0.019708020093284,0.30546966261251973,0.2463409606266749
4031,ADGRE5,0.4408099666921403,2.560497590634475e-09,6.148476011544006e-09,6.576094425904361,6.135284459212221,471,41,0.1595187499999999,7.786797208864963e-07,1.608987753798992e-06,96,0.0341138263710249,0.9244558470157804,0.9999999997893128,0.0188679245283018,2,2508.0,106,True,0.4408099666921403,0.1595187499999999,0.0341138263710249,0.30546966261251973,0.25994640280354564
4032,MAPKAPK2,0.3143423081893823,2.3296758835338548e-08,5.108058016050139e-08,6.648193234057865,6.333850925868482,471,41,0.0092291666666666,0.4738397622309384,0.5113384212332903,96,0.2197089119724137,0.6029635899991346,0.9999999997893128,0.0188679245283018,2,1203.0,106,True,0.3143423081893823,0.0092291666666666,0.2197089119724137,0.3054009482580911,0.36945990517419086
4033,SNUPN,0.3205066608424278,5.76505875213484e-07,1.1161878813087803e-06,3.2911423470563768,2.970635686213949,471,41,0.1549222222222223,0.0004114944655382,0.0006543532517886,63,0.0751677459094848,0.8410702161742581,0.9999999997893128,0.0094339622641509,1,1083.0,106,True,0.3205066608424278,0.1549222222222223,0.0751677459094848,0.30529787672644815,0.2917955060812204
4034,GMEB1,0.1035916378368932,0.0384824491416084,0.0476659454095418,3.2985308420013872,3.194939204164494,471,41,-0.2332727272727272,5.481820326008485e-05,9.447092876237074e-05,66,0.1039669808805705,0.7871056305356866,0.9999999997893128,0.0188679245283018,2,1722.0,106,False,0.1035916378368932,0.2332727272727272,0.1039669808805705,0.3052635195492338,0.31179138321995464
4035,TMEM168,0.0378035571628112,0.4179162133824736,0.4517507018093999,4.415634126327081,4.37783056916427,471,41,-0.2007499999999999,0.0628139451146125,0.0781707953578066,28,0.1653857442856542,0.6833044604668116,0.9999999997893128,0.0283018867924528,3,2094.0,106,False,0.0378035571628112,0.2007499999999999,0.1653857442856542,0.30502301930873355,0.3450319521748093
4036,TNIP1,-0.50910084343694,5.938840755998012e-11,1.6901894724285875e-10,6.5488818964946915,7.0579827399316315,471,41,0.1550518518518518,0.1348898708820343,0.1596359399801672,27,0.0172534082089618,0.961051347089064,0.9999999997893128,0.0094339622641509,1,1911.0,106,False,0.50910084343694,0.1550518518518518,0.0172534082089618,0.30498866213151926,0.24360956503813647
4037,PSMD2,0.2823056757200053,3.6806680959285753e-07,7.244914031228137e-07,7.096539020412639,6.814233344692633,471,41,0.3189072916666667,5.588245233111425e-16,5.387612786022497e-15,96,0.0042514669974278,0.9902583953240676,0.9999999997893128,0.0094339622641509,1,2727.0,106,True,0.2823056757200053,0.3189072916666667,0.0042514669974278,0.304954304954305,0.23278705421562565
4038,DNMBP,0.0765872950342734,0.1361683430670285,0.1578086893882926,4.94440393479138,4.867816639757106,471,41,-0.4703333333333334,9.016381018869309e-08,2.040165270003177e-07,87,0.019805411217153,0.9554205732290388,0.9999999997893128,0.0377358490566037,4,4734.0,106,False,0.0765872950342734,0.4703333333333334,0.019805411217153,0.3049543049543049,0.24618635332921046
4039,TSNAX,0.2514682338122513,0.0002604174808678,0.0003990093712866,3.8559443397342985,3.604476105922047,471,41,0.137240625,0.0002542256318099,0.0004127782584252,96,0.1118411749261727,0.7729632124346931,0.9999999997893128,0.0094339622641509,1,873.0,106,True,0.2514682338122513,0.137240625,0.1118411749261727,0.30474816189101905,0.31617192331478045
4040,PKP2,-0.5669394221507229,4.117416418802365e-09,9.692797828034812e-09,5.824564888370399,6.391504310521122,471,41,0.0213,0.8407085340259938,0.8596580726858393,96,0.0857376504083712,0.8208472538533478,0.9999999997893128,0.0283018867924528,3,2646.0,106,False,0.5669394221507229,0.0213,0.0857376504083712,0.30440459011887583,0.2989589775304061
4041,PDCD10,-0.0519177431191515,0.6305433249043344,0.6612182026253562,5.420516101472374,5.472433844591525,471,41,-0.0124052083333333,0.1677395732847222,0.1958518616719807,96,0.5321296047480162,0.2936773111839427,0.9999999997893128,0.0188679245283018,2,639.0,106,True,0.0519177431191515,0.0124052083333333,0.5321296047480162,0.3043358757644472,0.433879612451041
4042,MCM3AP,0.2618995605373517,0.0001447998937971,0.0002269554049182,4.125955452385772,3.86405589184842,471,41,0.1972142857142856,0.0062832151447896,0.0087930935349174,56,0.0670357570674482,0.8569672850464746,0.9999999997893128,0.0660377358490566,7,5943.0,106,True,0.2618995605373517,0.1972142857142856,0.0670357570674482,0.3043358757644472,0.28597196454339313
4043,PPP6R3,0.1654051632371196,0.0009720337162743,0.0014173278504145,5.164436547804588,4.999031384567468,471,41,-0.0125395833333333,0.8307206802667513,0.850756379775551,96,0.3390867194503171,0.458050414573165,0.9999999997893128,0.0471698113207547,5,2670.0,106,False,0.1654051632371196,0.0125395833333333,0.3390867194503171,0.3035113035113035,0.40197897340754485
4044,PDK3,0.3243208787934044,0.0003975100767279,0.0005998757464657,3.864897654892939,3.540576776099535,471,41,-0.010325,0.9301123117936192,0.939777635515571,96,0.2056397343752382,0.6228167237264973,0.9999999997893128,0.0188679245283018,2,1248.0,106,False,0.3243208787934044,0.010325,0.2056397343752382,0.3035113035113035,0.3624510410224696
4045,DNAJC16,0.086359403665623,0.0760354575163548,0.0910120680897889,3.5420574584750493,3.4556980548094263,471,41,-0.0957772727272727,0.3880448341369629,0.4261569474913871,22,0.2570883775302448,0.5532375157048499,0.9999999997893128,0.0377358490566037,4,2349.0,106,False,0.086359403665623,0.0957772727272727,0.2570883775302448,0.3033395176252319,0.3801278086992373
4046,CARMIL1,-0.0988090955710294,0.1556734389303599,0.1791872505230437,4.6071814857865485,4.705990581357578,471,41,-0.0111041666666666,0.7120636178576889,0.7399682175042185,96,0.4376296944521193,0.3650650906696088,0.9999999997893128,0.0754716981132075,8,4116.0,106,True,0.0988090955710294,0.0111041666666666,0.4376296944521193,0.30323644609358896,0.42063492063492064
4047,EMILIN2,0.2069674480159258,0.0211241992958897,0.0269129909426256,3.468352636209334,3.261385188193408,471,41,-0.3826541666666668,1.5718300074629573e-07,3.476890049478728e-07,96,0.0020257309570594,0.9953464435989586,0.9999999997893128,0.0094339622641509,1,3162.0,106,False,0.2069674480159258,0.3826541666666668,0.0020257309570594,0.3029615886758744,0.22917955060812206
4048,TMEM11,-0.0069206752716102,0.6733682199281091,0.7016144669952628,5.127681016389082,5.134601691660692,471,41,-0.1797193181818181,1.1350573344816666e-05,2.0960912901286818e-05,88,0.2034686571586617,0.6259380359635635,0.9999999997893128,0.0094339622641509,1,579.0,106,True,0.0069206752716102,0.1797193181818181,0.2034686571586617,0.3026180169037312,0.36100803957946814
4049,STAG2,0.3496440450049958,5.4810585923243175e-06,9.692431255088218e-06,5.472820160271038,5.123176115266042,471,41,0.2298833333333333,3.3579606579697206e-08,7.93000671370152e-08,96,0.0205366106397796,0.9538133338339958,0.9999999997893128,0.0283018867924528,3,3807.0,106,True,0.3496440450049958,0.2298833333333333,0.0205366106397796,0.3025493025493025,0.24515563801278087
4050,PPP1R8,0.3532745718423085,5.4531492439587897e-08,1.1571933580506093e-07,5.704605662249487,5.351331090407179,471,41,0.128059375,9.508472023182793e-05,0.0001606455270801,96,0.07903561124687,0.833612827294013,0.9999999997893128,0.0094339622641509,1,1056.0,106,True,0.3532745718423085,0.128059375,0.07903561124687,0.3024805881948739,0.2926716141001855
4051,POLR3B,0.328505160702103,1.0255855059193304e-06,1.9393950762101717e-06,3.3408269126069583,3.0123217519048553,471,41,0.1285771929824561,0.2196217068730307,0.2519996633164295,57,0.0864709604153641,0.819462415616245,0.9999999997893128,0.0377358490566037,4,3402.0,106,True,0.328505160702103,0.1285771929824561,0.0864709604153641,0.3023431594860166,0.2982374768089054
4052,DDRGK1,0.5605335106598952,7.032841637280769e-11,1.986134927423855e-10,6.900255722174479,6.339722211514584,471,41,-0.0080052083333333,0.875138166651228,0.8908059414448625,96,0.0974015923979272,0.7990949895886831,0.9999999997893128,0.0094339622641509,1,945.0,106,False,0.5605335106598952,0.0080052083333333,0.0974015923979272,0.3023088023088023,0.30550401978973407
4053,INSR,-0.3219913097012394,7.530875827155268e-05,0.0001210977933918,4.485389965597403,4.807381275298643,471,41,-0.285475,9.62489131967405e-10,2.700945088205165e-09,96,0.003144057339242,0.9927866822043856,0.9999999997893128,0.0188679245283018,2,4149.0,106,True,0.3219913097012394,0.285475,0.003144057339242,0.30186215900501606,0.22928262213976497
4054,SPRYD7,0.1739679827216163,0.0378170270609602,0.0468746947895953,4.522449271444235,4.348481288722619,471,41,0.0884564102564103,0.0066874628536656,0.0093238130268583,78,0.1982641765295837,0.6334842525698546,0.9999999997893128,0.0094339622641509,1,591.0,106,True,0.1739679827216163,0.0884564102564103,0.1982641765295837,0.30158730158730157,0.35745207173778604
